text,category,stance,Lemmatization,sentiment
عااااجل الإمارات تتخطى حاجز المليون جرعة لقاح لفيروس كورونا شكرا للقيادة الإماراتية ماقدمته وعلى ماتقدمه جهود جبارة بذل سبيل المحافظة صحة وسلامة الإنسان,info_news,1,"['عااااجل', 'امر', 'خطى', 'حجز', 'ملي', 'جرع', 'لقح', 'يرس', 'كورو', 'شكر', 'قيد', 'اماراتية', 'اقدم', 'على', 'ماتقدم', 'جهد', 'جبر', 'بذل', 'سبل', 'حفظ', 'صحة', 'سلم', 'انس']",positive
متحدثة التعليم أولوية لمنسوبي التعليم لقاح كورونا,plan,1,"['تحدث', 'علم', 'ولو', 'نسب', 'علم', 'لقح', 'كورو']",positive
جنوب إفريقيا توافق لقاح فيروس كورونا أسترازينيكا,plan,1,"['جنب', 'فرق', 'وفق', 'لقح', 'يرس', 'كورو', 'استرازينيكا']",positive
السعودية عقب تلقيه الجرعة الأولى لقاح_كورونا سمو أمير الرياض إجراءات التطعيم تتم بكل يسر وسهولة ونشكر وزارة_الصحة تنفيذ توجيهات القيادة بكل احترافية,celebrity,1,"['سعد', 'عقب', 'لقه', 'جرع', 'ولى', 'لقاح_كورو', 'سمو', 'امر', 'ريض', 'جرء', 'طعم', 'تتم', 'بكل', 'يسر', 'سهل', 'شكر', 'وزارة_الصحة', 'نفذ', 'وجه', 'قيد', 'بكل', 'احترافية']",positive
الحمد لله تلقيت اليوم الجرعة الأولى لقاح كورونا معارض الظهران وبقدر سعادتي بسرعة الحصول اللقاح لحظة التسجيل وحتى التطعيم سعادتي أكبر شاهدته جهود رائعة وعمل سلسل وسريع ومنظم طاقات شبابية الجنسين شكر وطني,personal,1,"['حمد', 'لله', 'لقت', 'اليوم', 'جرع', 'ولى', 'لقح', 'كورو', 'عرض', 'ظهر', 'قدر', 'سعد', 'سرع', 'حصل', 'لقح', 'لحظ', 'سجل', 'حتى', 'طعم', 'سعد', 'كبر', 'شهد', 'جهد', 'رئع', 'عمل', 'لسل', 'سرع', 'نظم', 'طاق', 'شبب', 'جنس', 'شكر', 'وطن']",positive
المغرب تجربة أخ احد الاصدقاء لقاح كورونا المصنوع الهند,info_news,1,"['غرب', 'جرب', 'اخ', 'احد', 'صدقاء', 'لقح', 'كورو', 'صنع', 'هند']",positive
الدكتور بقاط_بركاني حوار إذاعة سطيف نستقبل اليوم أولى الدفعات الف لقاح لسبوتنيك تنفيذا لوعد رئيس الجمهورية بعهده,plan,1,"['دكتور', 'بقاط_بركا', 'حور', 'ذعة', 'سطف', 'قبل', 'اليوم', 'ولى', 'دفع', 'الف', 'لقح', 'لسبوتنيك', 'نفذ', 'وعد', 'رئس', 'جمهور', 'عهد']",positive
للتذكير فيروس وهمي نسبة التعافي علاج تمريض لقاح وشركات اللقاحات الإرهابية أخذت حصانة قانونية تحميها المتضررين والآن لقاح هندسة وراثية الهندسة المستخدمة بالنبات والحيوان ولقد حان الوقت لهندسة الإنسان كمامة سعيد بهندسته جديد,personal,0,"['ذكر', 'يرس', 'وهم', 'نسب', 'عفي', 'علج', 'مرض', 'لقح', 'وشر', 'لقح', 'رهب', 'اخذ', 'حصن', 'قنن', 'تحم', 'تضرر', 'ولآ', 'لقح', 'هندس', 'ورث', 'هندس', 'خدم', 'نبت', 'حيو', 'لقد', 'حان', 'وقت', 'هندس', 'انس', 'كمم', 'سعد', 'هندس', 'جدد']",neutral
نواب الباركود ماهمهم مصلحة وصحة المواطنين تعلمون اذا استمر التعطيل والتأزيم تتأخر جرعات لقاح كورونا المواطنين بسبب مافي وزراء رئيس مجلس وزراء نعم_لتحصين_رييس_الوزراء استجواب_رييس_الوزراء,others,1,"['نوب', 'ركد', 'اهم', 'صلح', 'وصح', 'وطن', 'علم', 'اذا', 'سمر', 'عطل', 'أزم', 'أخر', 'جرع', 'لقح', 'كورو', 'وطن', 'سبب', 'افي', 'زرء', 'رئس', 'جلس', 'زرء', 'نعم_لتحصين_رييس_الوزراء', 'استجواب_رييس_الوزراء']",positive
منين بدا هاد الوباء دول كبيرة وحلات فصناعة لماسكات المعقمات مدخلاتش للدماغ دبا العالم واحل فصناعة لقاحات للي البروتوكول التصنيع معروف را تصايب لقاح سهل تصايب ميترايوز دبابة عاوتاني را عقلي بلانطا متديوش عليا عقلي الحال,personal,0,"['نين', 'بدا', 'هاد', 'وبء', 'دول', 'كبر', 'وحل', 'صنع', 'لمس', 'عقم', 'مدخلاتش', 'دمغ', 'دبا', 'علم', 'وحل', 'صنع', 'لقح', 'للي', 'بروتوكول', 'صنع', 'عرف', 'را', 'صيب', 'لقح', 'سهل', 'صيب', 'ميترايوز', 'دبب', 'عوت', 'را', 'عقل', 'لنط', 'ديوش', 'علا', 'عقل', 'حال']",neutral
فرنسا تقرر الموافقة استخدام لقاح كورونا موديرنا إضافة للقاح فايزر,plan,1,"['رنس', 'قرر', 'وفق', 'خدم', 'لقح', 'كورو', 'ودر', 'ضفة', 'قاح', 'يزر']",positive
دراسات تتوقع فعالية لقاح فايزر ضد النسخة المتحورة فيروس كورونا التفاصيل لتخطي الحجب للمزيد,info_news,1,"['درس', 'وقع', 'فعل', 'لقح', 'يزر', 'ضد', 'نسخ', 'تحر', 'يرس', 'كورو', 'فصل', 'تخط', 'حجب', 'زيد']",positive
الجماعة كانو عم يوزعوا لقاحات مبارح ريت حدا يقلي اذا باقي عندو شي لقاح جنب لانو عرفت اليوم انه الدخول مستشفى لمرضى الكورونا مليون ودرجة تالتة وصعبة تلاقي تخت,personal,-1,"['جمع', 'كنو', 'عم', 'وزع', 'لقح', 'برح', 'ريت', 'حدا', 'يقل', 'اذا', 'بقي', 'عندو', 'شي', 'لقح', 'جنب', 'لنو', 'عرف', 'اليوم', 'انه', 'دخل', 'شفى', 'رضى', 'كورو', 'ملي', 'درج', 'الت', 'صعب', 'لقي', 'تخت']",negative
لقاح كورونا مسيس منح للدول الثرية الدول الفقيرة تنتظر رب بشر قساة عتاة يؤدبنا شيئ يحيى زكريا,info_news,1,"['لقح', 'كورو', 'سيس', 'منح', 'دول', 'ثرة', 'دول', 'فقر', 'نظر', 'رب', 'بشر', 'قسة', 'عتة', 'ؤدب', 'شيئ', 'يحى', 'زكر']",positive
صحيفة ديلي تيليغراف البريطانية الأربعاء يمكن لجرعة واحدة لقاح أوكسفورد توقف ثلثي الإصابات اللاحقة نتائج التجربة تثير الآمال إمكانية تخفيف القيود بحلول عيد الفصح,info_news,1,"['صحف', 'ديل', 'تيليغراف', 'بريطانية', 'ربعاء', 'يمكن', 'جرع', 'وحد', 'لقح', 'اوكسفورد', 'وقف', 'ثلث', 'اصب', 'لحق', 'نتج', 'جرب', 'تثر', 'امل', 'مكن', 'خفف', 'قيد', 'حلل', 'عيد', 'فصح']",positive
بحمد الله وفضله تلقيت اليوم الجرعة الأولى لقاح_كورونا وأتقدم ببالغ الشكر والتقدير لحكومة مولاي خادم الحرمين الشريفين لحرصها الدائم صحة الفرد والمجتمع والحمد لله نعمة الوطن السعودية ودام عزك وطن والشكر لكل أبطال الصحة,personal,1,"['حمد', 'الل', 'فضل', 'لقت', 'اليوم', 'جرع', 'ولى', 'لقاح_كورو', 'أتقدم', 'بلغ', 'شكر', 'قدر', 'حكم', 'ولي', 'خدم', 'حرم', 'شرف', 'حرص', 'دئم', 'صحة', 'فرد', 'جمع', 'حمد', 'لله', 'نعم', 'وطن', 'سعد', 'ودم', 'عزك', 'وطن', 'شكر', 'لكل', 'بطل', 'صحة']",positive
صح خبر الحصول مليون لقاح صيني بمسعى الرئيس سعد الحريري دولة الإمارات العربية تحي تقدير كبيرة,plan,1,"['صح', 'خبر', 'حصل', 'ملي', 'لقح', 'صين', 'سعى', 'رئس', 'سعد', 'حرر', 'دول', 'امر', 'عرب', 'تحي', 'قدر', 'كبر']",positive
بدء التطعيم باستخدام اللقاح الم صن شركة أسترازينيكا السلطنة,info_news,1,"['بدء', 'طعم', 'باستخدام', 'لقح', 'الم', 'صن', 'شرك', 'استرازينيكا', 'سلط']",positive
مااجمل البنات اليوم مركز تطعيم كوفيد معظم الرجال سن ال يرافقهم بناتهم انتن جميلات ورقيقات وحائزات للرضا منظر مؤثر اعجبني,personal,1,"['مااجمل', 'بنت', 'اليوم', 'ركز', 'طعم', 'كوفيد', 'عظم', 'رجل', 'سن', 'ال', 'رفق', 'بنت', 'انت', 'جمل', 'رقق', 'وحز', 'رضا', 'نظر', 'ؤثر', 'عجب']",positive
مصر تستهل حملة تطعيم فيروس كورونا بالعاملين المجال الطبي,info_news,1,"['مصر', 'سهل', 'حمل', 'طعم', 'يرس', 'كورو', 'عمل', 'جال', 'طبي']",positive
عبيدات نتائج دراسات لقاح سينوفارم الصيني أعلنت الشركة المصنعة ومؤسسة الغذاء والدواء الأردنية درستها لقرابة أسابيع إقراره عاجل الأردن هنا_المملكة,info_news,1,"['عبد', 'نتج', 'درس', 'لقح', 'سينوفارم', 'صين', 'اعل', 'شرك', 'صنع', 'ؤسس', 'غذء', 'دوء', 'ارد', 'درس', 'قرب', 'ابع', 'قرر', 'عجل', 'ارد', 'هنا_المملكة']",positive
لقد علمت الرؤساء والوزراء والنواب يتلقون أولا لقاح كورونا الضرر فليكونوا جرذان تجربة فداء لبنان لمرة واحدة حياتهم يلعن شرفكم اذا بتضلكم احياء موتوا_للصرماية,info_news,1,"['لقد', 'علم', 'رؤساء', 'زرء', 'نوب', 'تلق', 'اول', 'لقح', 'كورو', 'ضرر', 'يكو', 'جرذ', 'جرب', 'فدء', 'لبن', 'لمر', 'وحد', 'حيت', 'يلع', 'شرف', 'اذا', 'تضل', 'حيء', 'موتوا_للصرماية']",positive
السفير الأمريكي يتحدث شاهده يتلقى لقاح كورونا عندما يتعلق الامر بالصحة تتوقف الدبلوماسية ديرتي كلي فخر,celebrity,1,"['سفر', 'امر', 'حدث', 'شهد', 'لقى', 'لقح', 'كورو', 'عند', 'علق', 'امر', 'صحة', 'وقف', 'دبلوماسية', 'دير', 'كلي', 'فخر']",positive
حفظ الله خادم الحرمين الشريفين تلقيه لقاح كورونا رسالة تبث الراحة والطمأنينة للجميع الملك_يتلقي_لقاح_كورونا,celebrity,1,"['حفظ', 'الل', 'خدم', 'حرم', 'شرف', 'لقه', 'لقح', 'كورو', 'رسل', 'تبث', 'رحة', 'طمأ', 'جمع', 'ملك_يتلقي_لقاح_كورو']",positive
الشرق_عاجل مدير معهد سيروم لإنتاج لقاح أسترازينيكا يتم إرسال جرعات أوروبا رغم النقص عاجل,info_news,0,"['شرق_عاجل', 'دير', 'عهد', 'يرم', 'إنتاج', 'لقح', 'استرازينيكا', 'يتم', 'رسل', 'جرع', 'ورب', 'رغم', 'نقص', 'عجل']",neutral
وزارة الصحة النروجية تقول انه لاعلاقة لقاح كورونا بحالات الوفاة وقد شوهد الخبر انيس النقاش عم يفيق الليل ويزقف ويرجع ينام,plan,1,"['وزر', 'صحة', 'نرج', 'تقل', 'انه', 'علق', 'لقح', 'كورو', 'بحل', 'وفة', 'وقد', 'شوهد', 'خبر', 'انس', 'نقش', 'عم', 'يفق', 'ليل', 'زقف', 'رجع', 'ينم']",positive
صنع لقاح مزيف لكورونا الباسيجيين المعتوهين التابعين لخامنئي كورونا النظام_الإيراني,info_news,1,"['صنع', 'لقح', 'زيف', 'كورو', 'اسج', 'عته', 'تبع', 'خامنئ', 'كورو', 'نظام_الإيرا']",positive
معالي قائد القوات البرية الملكية السعودية الفريق الركن فهد بن عبدالله المطير يتلقى الجرعة الأولى لقاح كورونا,celebrity,1,"['علي', 'قئد', 'قوت', 'برة', 'لكة', 'سعد', 'فرق', 'ركن', 'فهد', 'بن', 'عبدالل', 'طير', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو']",positive
تؤثر الطفرة بإذن الله فع الية لقاح_كورونا تعر أيض مخاطر حدوث الطفرات,info_news,0,"['ؤثر', 'طفر', 'بإذ', 'الل', 'فع', 'الة', 'لقاح_كورو', 'تعر', 'ايض', 'خطر', 'حدث', 'طفر']",neutral
سكان الإمارات تلقوا لقاح كورونا يجعلها الأولى عربيا والثانية عالميا قائمة الدول الأكثر تطعيما باللقاح بالنسبة لعدد السكان اقتصاد_الشرق,info_news,1,"['سكن', 'امر', 'تلق', 'لقح', 'كورو', 'جعل', 'ولى', 'عرب', 'ثني', 'علم', 'قئم', 'دول', 'كثر', 'تطع', 'لقح', 'نسب', 'عدد', 'سكن', 'اقتصاد_الشرق']",positive
بحاجة مطعوم فيروس كورونا لينقذ الأرواح ويساعد الحد انتشار الوباء سجل للحصول مطعوم فيروس كورونا مطعوم_فيروس_كورونا المطعوم_وقاية إلك_وفيد صحتك_بتهمنا فيروس_كورونا الأردن كورونا_الأردن كوفيد_الأردن,info_news,1,"['بحج', 'طعم', 'يرس', 'كورو', 'نقذ', 'روح', 'سعد', 'لحد', 'نشر', 'وبء', 'سجل', 'حصل', 'طعم', 'يرس', 'كورو', 'مطعوم_فيروس_كورو', 'مطعوم_وقاية', 'الك_وفيد', 'صحتك_بتهم', 'فيروس_كورو', 'ارد', 'كورونا_الأردن', 'كوفيد_الأردن']",positive
تغيب اغلب دول العالم وتظهر اكثرها ثراءا تلقي لقاح الكورونا غيرها تاكيدا للطبقية حالة المرض,info_news,1,"['تغب', 'غلب', 'دول', 'علم', 'ظهر', 'كثر', 'ثرء', 'تلق', 'لقح', 'كورو', 'غير', 'اكد', 'طبق', 'حلة', 'مرض']",positive
طريقة حفظ لقاح فايزر لبنان منقولة,info_news,1,"['طرق', 'حفظ', 'لقح', 'يزر', 'لبن', 'نقل']",positive
حفاظا الأجسام المضادة خبراء يحذرون تناول الأدوية تلقي لقاح كورونا,advice,1,"['حفظ', 'جسم', 'ضاد', 'خبراء', 'حذر', 'نول', 'دوي', 'تلق', 'لقح', 'كورو']",positive
المالية تحويل مليار لشراء لقاح كورونا وننتظر فاتورة لقاحات لـ مليون مصرى,plan,1,"['الة', 'حول', 'لير', 'شرء', 'لقح', 'كورو', 'تظر', 'فتر', 'لقح', 'لـ', 'ملي', 'صرى']",positive
خلال دقيقة فقط مشاهدة ريتويت تفضيل رد تفاعل ضخم فيديو تلقي خادم_الحرمين_الشريفين لـ الجرعة_الأولى لقاح كورونا,info_news,1,"['خلل', 'دقق', 'فقط', 'شهد', 'ريتو', 'فضل', 'رد', 'فعل', 'ضخم', 'يدو', 'تلق', 'خادم_الحرمين_الشريف', 'لـ', 'جرعة_الأولى', 'لقح', 'كورو']",positive
أفريقيا القارة الوحيدة تصلها إبرة لقاح واحدة تنهض افريقيا وتلتئم الجراح وينتهي الاستغلال أين_اللقاح السلالة_الجديدة,personal,0,"['فرق', 'قرة', 'وحد', 'تصل', 'ابر', 'لقح', 'وحد', 'نهض', 'فرق', 'لئم', 'جرح', 'وين', 'غلل', 'اين_اللقاح', 'سلالة_الجديدة']",neutral
ان اخذ التطعيم اختياري رح باستخدامة بند الطوارئ يحق لأرباب العمل طرد الموظفين يرفضون لقاح كوفيد بحجة حماية القوى العاملة المؤسسة,personal,1,"['ان', 'اخذ', 'طعم', 'خير', 'رح', 'باستخدامة', 'بند', 'طرئ', 'يحق', 'أرباب', 'عمل', 'طرد', 'وظف', 'رفض', 'لقح', 'كوفيد', 'بحج', 'حمي', 'قوى', 'عمل', 'ؤسس']",positive
موانع تطعيم كوفيد توصيات وزاره الصحة الكويتية,advice,1,"['ونع', 'طعم', 'كوفيد', 'توص', 'وزر', 'صحة', 'كوت']",positive
صراع المختبرات العالمية لقاح كورونا وجه آخر أوجه الصراع الأمن الصحي للأمم والمجتمعات العرب طبعا مفعول المجالات يصنعون سلاحا ينتجون دواء غذاء يخيطون المؤامرات ويستمعون خطب السديس ولحاهم تقطر دمعا وهم يدعون الله هلك الكفار والمشركين,info_news,0,"['صرع', 'خبر', 'علم', 'لقح', 'كورو', 'وجه', 'اخر', 'اوج', 'صرع', 'امن', 'صحي', 'امم', 'جمع', 'عرب', 'طبع', 'فعل', 'جال', 'صنع', 'سلح', 'نتج', 'دوء', 'غذء', 'يخط', 'ؤمر', 'سمع', 'خطب', 'سدس', 'ولح', 'قطر', 'دمع', 'وهم', 'يدع', 'الل', 'هلك', 'كفر', 'شرك']",neutral
السوبرستار راغب_علامة يعلن عبر فيديو أنستجرام انتظاره وصول لقاح كورونا لبنان ليكون يتلق اه شهر كنت كتير خايف اللقاح اليوم الخطر الدائم كورونا نفسها منتظر وصول الڤاكسين لبنان لأكون يأخذه,info_news,1,"['سوبرستار', 'راغب_علامة', 'يعل', 'عبر', 'يدو', 'انستجرام', 'نظر', 'وصل', 'لقح', 'كورو', 'لبن', 'ليك', 'تلق', 'اه', 'شهر', 'كنت', 'كتر', 'خيف', 'لقح', 'اليوم', 'خطر', 'دئم', 'كورو', 'نفس', 'نظر', 'وصل', 'ڤكس', 'لبن', 'لأك', 'أخذ']",positive
وتيرة التطعيم إسرائيل ترتفع ابتداء اليوم تطعيم مواطن يوميا يوجد بلد أفضل العالم وفقا لمعلوماتنا,info_news,1,"['وتر', 'طعم', 'رائيل', 'رفع', 'بدء', 'اليوم', 'طعم', 'وطن', 'يوم', 'وجد', 'بلد', 'فضل', 'علم', 'وفق', 'لمعلومات']",positive
اخبار مصر وردة رانيا تورتة فتاة التوك معركة الاهلاوية والزمالكاوية ام محمود اخبار امريكا واوروبا انتخاب رئيس استقالة حكومة اكتشاف لقاح اختراع سن قوانين لرفاهية الشعب,unrelated,0,"['خبر', 'مصر', 'ورد', 'ران', 'ورت', 'فتة', 'توك', 'عرك', 'هلو', 'زمالكاوية', 'ام', 'حمد', 'خبر', 'امر', 'ورب', 'نخب', 'رئس', 'قال', 'حكم', 'كشف', 'لقح', 'خرع', 'سن', 'قون', 'لرف', 'شعب']",neutral
العامل الأساسي والحاسم استيراد اللقاح مصدر أجنبي الثقة لقاح_آمن,personal,1,"['عمل', 'سسي', 'حسم', 'يرد', 'لقح', 'صدر', 'جنب', 'ثقة', 'لقاح_آمن']",positive
البروفيسور منصف السلاوي محق وعد بلقاح رأس السنة كلمته الشهيرة بالبيت الأبيض الكل استغرب قالوا انه مستحيل التوصل لقاح ضد كوفيد أستبعد عودته الواجهة جديد,info_news,1,"['بروفيسور', 'نصف', 'سلو', 'محق', 'وعد', 'لقح', 'رأس', 'سنة', 'كلم', 'شهر', 'بيت', 'ابض', 'لكل', 'غرب', 'قال', 'انه', 'حيل', 'وصل', 'لقح', 'ضد', 'كوفيد', 'بعد', 'عود', 'وجه', 'جدد']",positive
الملكة_البريطانية إليزابيث الأمير_فيليب يتلقيان لقاح كورونا,celebrity,1,"['ملكة_البريطانية', 'اليزابيث', 'امير_فيليب', 'تلق', 'لقح', 'كورو']",positive
المذيعة تسأل رئيس شركة فايزر لماذا تتلق تطعيم كورونا وللأسف عذره أقبح ذنبه أبلغ العمر عام وبصحة جيدة أعمل الخطوط الأمامية لذا التطعيم نصح يوصى بالنسبة ألبرت بورلا رئيس شركة فايزر جريدة_السفير,info_news,1,"['ذيع', 'سأل', 'رئس', 'شرك', 'يزر', 'لمذ', 'تلق', 'طعم', 'كورو', 'اسف', 'عذر', 'قبح', 'ذنب', 'بلغ', 'عمر', 'عام', 'بصح', 'جيد', 'عمل', 'خطط', 'ممي', 'لذا', 'طعم', 'نصح', 'وصى', 'نسب', 'لبر', 'ورل', 'رئس', 'شرك', 'يزر', 'جريدة_السفير']",positive
الفنان محمد عبده يوجه رسالة للجمهور تلقيه لقاح كورونا,celebrity,1,"['فنن', 'حمد', 'عبد', 'يوج', 'رسل', 'جمهور', 'لقه', 'لقح', 'كورو']",positive
اختار جيرمي دوتي نائب المدير العام لمنصة طلبات الإمارات وعاملو توصيل الطلبات التطعيم لتعزيز سلامتهم وعبروا تقديرهم لوجودهم دولة توفر لقاح كوفيد نطاق واسع التطعيم الطريقة الأكثر فعالية لكسر سلسلة العدوى ليكن خيارك التطعيم اخترت_التطعيم,info_news,1,"['خار', 'جيرم', 'دوت', 'نئب', 'دير', 'عام', 'منص', 'طلب', 'امر', 'عاملو', 'وصل', 'طلب', 'طعم', 'عزز', 'سلم', 'عبر', 'قدر', 'وجد', 'دول', 'وفر', 'لقح', 'كوفيد', 'نطق', 'وسع', 'طعم', 'طرق', 'كثر', 'فعل', 'كسر', 'لسل', 'عدى', 'ليك', 'خير', 'طعم', 'اخترت_التطعيم']",positive
كلام وصول لقاح مهم جدا بتاع شركة لمصر علي شهر القادم لقاح رخيص حوالي بالمقارنه بلقاح فايزر نسبه الحمايه كويسه جدا ومقوله طريقه حفظه اسهل التلاجه العاديه مش هايحمي اللي هايتطعم يساعد عدم نقل العدوي يامسهل دكتور_عيال,info_news,1,"['كلم', 'وصل', 'لقح', 'مهم', 'جدا', 'بتع', 'شرك', 'مصر', 'علي', 'شهر', 'قدم', 'لقح', 'رخص', 'حلي', 'قرن', 'لقح', 'يزر', 'نسب', 'حمي', 'كوس', 'جدا', 'قول', 'طرق', 'حفظ', 'سهل', 'لجه', 'عدي', 'مش', 'هايحم', 'الل', 'هايتطعم', 'سعد', 'عدم', 'نقل', 'عدي', 'سهل', 'دكتور_عيال']",positive
نظرية المؤامرة تلقي بظلالها لقاح كوفيد_ العلم سلاح العاقل ولن تمنعنا الشائعات اتباع المنطق وحماية أنفسنا وأحبائنا فيروس_كورونا اخترت_التطعيم يدا _بيد_نتعافى مجلة_ناشيونال_جيوغرافيك_العربية,info_news,1,"['نظر', 'ؤمر', 'تلق', 'ظلل', 'لقح', 'كوفيد_', 'علم', 'سلح', 'عقل', 'ولن', 'منع', 'شئع', 'تبع', 'نطق', 'وحم', 'نفس', 'أحبائ', 'فيروس_كورو', 'اخترت_التطعيم', 'يدا', '_بيد_نتعافى', 'مجلة_ناشيونال_جيوغرافيك_العربية']",positive
الحمدالله تم اليوم تطعيم السيد نصرالله بلقاح الطاعون,unrelated,0,"['حمدالل', 'تم', 'اليوم', 'طعم', 'سيد', 'صرلل', 'لقح', 'طاع']",neutral
الخزانة الامريكية تفرض عقوبات مؤسسه ايرانية بينها دانش بنيان تصنع لقاح تفلة ئلسيد ضد كورونا والفياض وابو فدك,requests,0,"['خزن', 'امر', 'فرض', 'عقب', 'ؤسس', 'يرن', 'بين', 'دنش', 'بني', 'صنع', 'لقح', 'تفل', 'ئلسيد', 'ضد', 'كورو', 'فيض', 'وبو', 'فدك']",neutral
كنت يخططون للحصول لقاح كورونا القيام بأشياء بسيطة لتحسين الفاعلي الأولي للقاح نتعرف عليها حلقة اليوم الصحية شاشة الميادين اللقاح,info_news,1,"['كنت', 'خطط', 'حصل', 'لقح', 'كورو', 'قيم', 'أشياء', 'بسط', 'تحس', 'فعل', 'اول', 'قاح', 'عرف', 'عليها', 'حلق', 'اليوم', 'صحة', 'ششة', 'ياد', 'لقح']",positive
بالصور صحة الدقهلية تبدأ تطعيم الأطقم الطبية بـ عزل تمي الأمديد بلقاح كورونا شاهد,plan,1,"['صور', 'صحة', 'دقهل', 'بدأ', 'طعم', 'طقم', 'طبة', 'بـ', 'عزل', 'تمي', 'ديد', 'لقح', 'كورو', 'شهد']",positive
كتشجيع اللقاح دولة تتعهد بثروة هائلة لمن يعانون آثار جانبية شديدة لقاح دولة تعويض ثروة فيروس_كورونا,plan,1,"['كتشجيع', 'لقح', 'دول', 'عهد', 'ثرو', 'هئل', 'لمن', 'يعن', 'اثر', 'جنب', 'شدد', 'لقح', 'دول', 'عوض', 'ثرة', 'فيروس_كورو']",positive
حسين_الجسمي عقب تلقيه لقاح كورونا الحمدلله نعمة الإمارات التفاصيل,celebrity,1,"['حسين_الجسمي', 'عقب', 'لقه', 'لقح', 'كورو', 'حمدلل', 'نعم', 'امر', 'فصل']",positive
خذيت جرعه لقاح انا باقي الثانيه,personal,1,"['خذت', 'جرع', 'لقح', 'انا', 'بقي', 'ثني']",positive
عقلانيون الل ون اذ ال ون لقمان الم ذيع يسأل جوناس سولك المقابلات يملك براءة اختراع لقاح شلل الأطفال سولك يمكنك استخراج براءة اختراع للشمس,info_news,0,"['عقل', 'الل', 'ون', 'اذ', 'ال', 'ون', 'لقم', 'الم', 'ذيع', 'سأل', 'جوناس', 'سول', 'قبل', 'يمل', 'برء', 'خرع', 'لقح', 'شلل', 'طفل', 'سول', 'يمك', 'خرج', 'برء', 'خرع', 'شمس']",neutral
لبنان خوري لإذاعة النور قانون استيراد لقاح كورونا يجعل الدولة مسؤولة ضرر يلحق بالمواطن جراء تلقي اللقاح لمدة سنتين,info_news,1,"['لبن', 'خور', 'إذع', 'نور', 'قان', 'يرد', 'لقح', 'كورو', 'جعل', 'دول', 'سؤل', 'ضرر', 'لحق', 'وطن', 'جرء', 'تلق', 'لقح', 'لمد', 'سنت']",positive
الأمير_محمد_بن_فهد يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,"['امير_محمد_بن_فهد', 'لقى', 'جرع', 'ولى', 'لقح', 'كورو', 'كوفيد']",positive
الله يحفظك ويرعاك يطول عمرك الملك_يتلقي_لقاح_كورونا,celebrity,1,"['الل', 'حفظ', 'يرع', 'يطل', 'عمر', 'ملك_يتلقي_لقاح_كورو']",positive
أمير المنطقة الشرقية يتلقى الجرعة الثانية لقاح فيروس كورونا,celebrity,1,"['امر', 'نطق', 'شرق', 'لقى', 'جرع', 'ثني', 'لقح', 'يرس', 'كورو']",positive
المعارضة الإيرانية منع خامنئي وصول جرعة لقاح فايزر جريمة بحق المواطنين,info_news,1,"['عرض', 'يرن', 'منع', 'خامنئ', 'وصل', 'جرع', 'لقح', 'يزر', 'جرم', 'بحق', 'وطن']",positive
أفريقيا تضمن مليون جرعة إضافية لقاح أسترازينيكا,info_news,1,"['فرق', 'تضم', 'ملي', 'جرع', 'ضفي', 'لقح', 'استرازينيكا']",positive
ان الله سبحانه وتعالى هوة يحفظنا نريد لقاح مغشوش نريد_لقاح_آمن,requests,0,"['ان', 'الل', 'سبح', 'على', 'هوة', 'حفظ', 'نرد', 'لقح', 'غشش', 'نريد_لقاح_آمن']",neutral
الحمد_على_نعمة_الامارات الوالد صبحة_سالم_حمدان_الدرعي عمرها عام حفظها الله مدينة_العين تلقت لقاح كورونا وتحمد الله وتدعو لباني وطنا الشيخ_زايد برحمه والمغفرة وتدعو لقيادتنا الحكيمة بالتوفيق اللهم آمين ليكن_خيارك_التطعيم يدا _بيد_نتعافى,info_news,1,"['حمد_على_نعمة_الامار', 'ولد', 'صبحة_سالم_حمدان_الدرعي', 'عمر', 'عام', 'حفظ', 'الل', 'مدينة_الع', 'تلق', 'لقح', 'كورو', 'حمد', 'الل', 'دعو', 'لبا', 'وطن', 'شيخ_زايد', 'رحم', 'غفر', 'دعو', 'قيد', 'حكم', 'وفق', 'لهم', 'امن', 'ليكن_خيارك_التطعيم', 'يدا', '_بيد_نتعافى']",positive
أصبت بسرطان الثدي مرتين وأخذت الجرعة الأولى لقاح كورونا يوم والجرعة الثانية أسابيع بإذن الله وأشعر بالطمأنينة أخذي اللقاح التمكين_الصحي الحقوق_الصحية المجلس_الصحي_السعودي,info_news,1,"['اصب', 'سرط', 'ثدي', 'مرت', 'أخذ', 'جرع', 'ولى', 'لقح', 'كورو', 'يوم', 'جرع', 'ثني', 'ابع', 'بإذ', 'الل', 'أشعر', 'طمأ', 'اخذ', 'لقح', 'تمكين_الصحي', 'حقوق_الصحية', 'مجلس_الصحي_السعودي']",positive
رئيس لجنة الصحة النيابية النائب عاصم عراجي طلبنا يقارب الـ مليون لقاح وسنلقح مليون لبناني وعلينا تلقيح المقيمين الجنسيات الموجودة لبنان,plan,1,"['رئس', 'لجن', 'صحة', 'نيب', 'نئب', 'عصم', 'عرج', 'طلب', 'قرب', 'الـ', 'ملي', 'لقح', 'لقح', 'ملي', 'لبن', 'وعل', 'لقح', 'قيم', 'جنس', 'وجد', 'لبن']",positive
