text,category,stance,Lemmatization
بأس ياسيد المجد  سيدي سلمان بن عبدالعزيز  أسال الله بأن يحفظك بحفظه  الأمة الشعب,celebrity,1,بأس اسد مجد سيد سلم بن عبدالعزيز اسل الل بأن حفظ حفظ امة شعب
لقاح الكورونا تم تصنيعه داخل البلد مدعاة اعتزاز وافتخار للبلد   الإمام الخامنئي  ,personal,1,لقح كورو تم صنع دخل بلد دعة عزز فخر بلد امم خامنئ
اسبوع صفقة ادوية جديدة واصلة لبنان لقاح,info_news,1,سبع صفق دوي جدد وصل لبن لقح
فضيلة الشيخ عبدالله الطيار  عضو الإفتاء بمنطقة  التشكيك لقاح كورونا,info_news,-1,فضل شيخ عبدالل طير عضو فاء نطق شكك لقح كورو
وزارة الصحة الأميركية ملايين شخص حصلوا الجرعة الأولى لقاح كورونا,info_news,1,وزر صحة امر لاي شخص حصل جرع ولى لقح كورو
الأكثر قراءة يجب تعرفه إجراءات لقاح كورونا الإمارات ,info_news,1,كثر قرء يجب عرف جرء لقح كورو امر
وزارة الصحة العراقية تحذر خطورة التهاون مواجهة كورونا وتجري استعدادات لاستقبال لقاح فايزر ,info_news,1,وزر صحة عرق حذر خطر تها وجه كورو تجر عدد لاستقبال لقح يزر
عاجل      حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد    ,celebrity,1,عجل حفظ الل لقى جرع ولى لقح كورو كوفيد
رئيس موديرنا للحديث لقاح شركته ضد وعن,plan,-1,رئس ودر حدث لقح شرك ضد وعن
الحين صارله فتره عنده شركه لقاح ويجربها اطفال افريقيا عنده خبره الحين المجال,info_news,-1,حين صرل فتر عند شرك لقح جرب طفل فرق عند خبر حين جال
الأطباء بدء تلقي الطاقم الطبي بمستشفى عزل ملوي المنيا لقاح فيروس كورونا,plan,1,طبء بدء تلق طقم طبي شفى عزل لوي نيا لقح يرس كورو
فيديو يتم رصد أعراض جانبية للقاح    ,info_news,1,يدو يتم رصد عرض جنب قاح
سناخذ لقاح الكورونا الزمان والمكان المناسبين احنا فليل ليرهب كورونه ,personal,1,نخذ لقح كورو زمن كان نسب احن فلل رهب كورو
رغم الجدل المثار حوله الإمارات ترخص استخدام لقاح سبوتنيك الروسي ,info_news,1,رغم جدل ثار حول امر رخص خدم لقح سبت روس
ساتحدث لقاح جديد سيرخص قريبا ويقلب الطاولة ,personal,1,حدث لقح جدد رخص قرب قلب طال
يتلقى الجرعة الأولى   الله يحفظك ويديم الصحة والعافية,celebrity,1,لقى جرع ولى الل حفظ يدم صحة عفي
ملك الأردن يتلقى لقاح فيروس كورونا  ,celebrity,1,ملك ارد لقى لقح يرس كورو
أستراليا توافق لقاح فايزر المضاد لفيروس كورونا ,info_news,1,رال وفق لقح يزر ضاد يرس كورو
دمت خير قدوة الله يحفظك ويطول بعمرك ,celebrity,1,دمت خير قدة الل حفظ يطل عمر
فارس كرم أعنف هجوم مشاهير لقاح كورونا قصد عاصي الحلاني  ,celebrity,0,فرس كرم عنف هجم مشاهير لقح كورو قصد عصي حلا
ثبوت فعالية لقاح التجارب البريطانية خبر جيد ,info_news,1,ثبت فعل لقح جرب بريطانية خبر جيد
رئيس حكومة عربي يتلقى لقاح سبوتنيك عاجل  ,celebrity,1,رئس حكم عرب لقى لقح سبت عجل
تحصل ملايين جرعة لقاح أسترازينيكا خلال أسبوع  ,info_news,1,حصل لاي جرع لقح استرازينيكا خلل سبع
يلي صرلو سنة ملز الكرسي شغلة عملة بيحرز ينعمل لقاح للكورونا,personal,1,يلي صرلو سنة ملز كرس شغل عمل حرز عمل لقح كورو
أعلنت منظمة الإيرانية ظهر اليوم الأربعاء   عدد ضحايا مدينة تجاوز شخص ,info_news,-1,اعل نظم يرن ظهر اليوم ربعاء عدد ضحا دين جوز شخص
وزير الصحة نعلم مدى فعالية لقاح كورونا   ,info_news,0,وزر صحة علم مدى فعل لقح كورو
اتفاق منظمة الصحة العالمية وفايزر بايونتيك لتأمين مليون جرعة لقاح لمنصة كوفاكس,plan,1,تفق نظم صحة علم يزر بايونتيك تأم ملي جرع لقح منص كوفاكس
شركة السويسرية تعلن التوصل لاتفاق إنتاج لقاح,info_news,1,شرك يسر تعل وصل تفق ناج لقح
مصادر عبرية إصابة حاخام تل أبيب مئير لاو بفيروس كورونا حصوله الجرعة الثانية لقاح كورونا,info_news,-1,صدر عبر صبة حاخام تل ابب ئير لاو يرس كورو حصل جرع ثني لقح كورو
خلال الـ ساعة تلقوا جرعة لقاح كورونا,info_news,1,خلل الـ سعة تلق جرع لقح كورو
خادم الحرمين الشريفين حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,خدم حرم شرف حفظ الل لقى جرع ولى لقح كورو كوفيد
خبير أوبئة يقي خطورة لقاح تظهر عليهم أعراض  ,info_news,-1,خبر وبئ يقي خطر لقح ظهر علي عرض
قال أتلقح قاح صيني  معليه برستيجي بيسمح,personal,1,قال لقح قاح صين عله رستيج سمح
ترجمة تعليق مهم الممثل أرنولد لقاح  ,info_news,1,رجم علق مهم مثل رنولد لقح
ايه وكل طائفة يكون عندها سمسار يجيب لقاح,info_news,1,ايه وكل طئف يكون عند سار يجب لقح
مسؤول روسي تصبح مركز لتوزيع لقاح سبوتنيك أسترازينيكا الشرق الاوسط  ,info_news,1,سؤل روس صبح ركز وزع لقح سبت استرازينيكا شرق وسط
حفظك الله ورعاك وأمدك بموفور الصحة والعافية  ,celebrity,1,حفظ الل ورع أمد وفر صحة عفي
عملية شحن دفعة لقاح سبوتنيك المضاد لفيروس كورونا بمطار شيريميتييفو الدولي بموسكو باتجاه الجزائر,info_news,1,عمل شحن دفع لقح سبت ضاد يرس كورو طار شيريميتييفو دول وسكو بتج جزر
الصيحة   الصحة العالمية أسر بالخرطوم ترفض تطعيم أبنائها ضد شلل الأطفال,unrelated,0,صيح صحة علم اسر خرطوم رفض طعم بنئ ضد شلل طفل
فعلت لتوزيع ملياري جرعة لقاحات للدول النامية  ,plan,1,فعل وزع لير جرع لقح دول نمي
عمرو أديب مصر ستبدأ تطعيم المواطنين كورونا الأسبوع المقبل,info_news,1,عمرو ادب مصر بدأ طعم وطن كورو سبع قبل
مواجهة متسارعة لفيروس الددول الأوروبية توافق استخدام لقاح تمنحه الترخيص ,info_news,1,وجه سارع يرس ددل ورب وفق خدم لقح منح رخص
عدد تلقوا لقاح فيروس أفراد الطواقم الطبية التركية يتجاوز ألفا,info_news,1,عدد تلق لقح يرس فرد طقم طبة ركي جوز الف
تعرفوا شكل شهادة مطعوم كورونا يحصل عليها الأفراد الجرعات المخصصة  ,info_news,1,عرف شكل شهد طعم كورو حصل عليها فرد جرع خصص
الحمد لله نعمة العظيمه اخذت الجرعة الثانية لقاح جهود رائعة تنظيم فاخر الحمد لله اني سعودي,personal,1,حمد لله نعم عظم اخذ جرع ثني لقح جهد رئع نظم فخر حمد لله اني سعد
يبيع الوهم لشعبه خلال لقاح فعال  ,info_news,1,يبع وهم شعب خلل لقح فعل
وفاة مساعدة طب الأطفال يومين تلقي لقاح وهم كورونا وتضع السلطات الصحية البرتغالية حالة تأهب,info_news,-1,وفة سعد طب طفل يوم تلق لقح وهم كورو تضع سلط صحة برتغالية حلة أهب
 خطوات للتسجيل تطبيق لأخذ لقاح  لتحميل التطبيق ,info_news,1,خطو سجل طبق أخذ لقح حمل طبق
رويترز تحصل ملايين جرعة لقاح أسترا زينيكا المضاد لكورونا وأولى الإمدادات غضون أسبوع  ,info_news,1,رويترز حصل لاي جرع لقح سرا زين ضاد كورو أولى مدد غضن سبع
الملك سلمان يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,ملك سلم لقى جرع ولى لقح كورو
سيدي الأمير  نائب أمير منطقة يتلقى الجرعة الأولى لقاح    ,celebrity,1,سيد امر نئب امر نطق لقى جرع ولى لقح
اثناء الانتظار دقيقة تلقي الجرعة الثانية تطعيم كوفيد التحية والشكر للمملكة علي النظام الرائع والرقي,personal,1,ثنء نظر دقق تلق جرع ثني طعم كوفيد تحة شكر ملك علي نظم رئع رقي
تتم عملية شحن وتوزيع مختلف ولايات الوطن,info_news,1,تتم عمل شحن وزع خلف ولي وطن
مسؤول أميركي تلقي اللقاح المضاد لفيروس كورونا يعني حرية السفر  التفاصيل,info_news,1,سؤل امر تلق لقح ضاد يرس كورو يعن حرة سفر فصل
شكرا لحكومتنا الرشيده  شكرا لأهتمامكم حرصكم علينا  أسأل الله ينفع ,personal,1,شكر حكم رشد شكر أهتمام حرص علي سأل الل نفع
الملك سلمان بن عبدالعزيز يتلقى الجرعة الاولى لقاح فيروس كورونا,celebrity,1,ملك سلم بن عبدالعزيز لقى جرع ولى لقح يرس كورو
بالصور واس العاهل السعودي يتلقى الجرعة الأولى  ,info_news,1,صور واس عهل سعد لقى جرع ولى
فيديو تطلق اليوم حملة تطعيم بمركز نجود الطبي  ,info_news,1,يدو طلق اليوم حمل طعم ركز نجد طبي
نوال الزغبي مرحبا دبي ستتلق لقاح كورونا سر تصوير  ,celebrity,1,نول زغب رحب دبي تلق لقح كورو سر صور
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,خدم حرم شرف لقى جرع ولى لقح كورو كوفيد
وزيرة الإعلام لـ اقترحنا يكون للإعلاميين الاولوية تلقي لقاح كورونا,plan,1,وزر علم لـ قرح يكون علم ولو تلق لقح كورو
الفنان القدير محمد عبده يأخذ لقاح كورونا,celebrity,1,فنن قدر حمد عبد أخذ لقح كورو
تعر لقاح كورونافاك الصيني المضاد لفيروس,info_news,1,تعر لقح كورونافاك صين ضاد يرس
أطر صحية بتنغير تتلقى الجرعة الأولى لقاح كورونا,info_news,1,اطر صحة نغر لقى جرع ولى لقح كورو
المدير العام لمنظمة الصحة العالمية يشدد أهمية شمول حملات التلقيح ضد الدول خلال يوم  ,info_news,1,دير عام نظم صحة علم شدد همي شمل حمل لقح ضد دول خلل يوم
نطالب ممثل العرگچية بإيجاد لقاح كورونا كونه يقبع بالسلطة سنين ,plan,1,طلب مثل عرگچ إيجاد لقح كورو كون قبع سلط سنن
سلطنة عمان اضطرابات حملة التطعيم ضد كورونا بسبب تأخر إمدادات لقاح فايزر ,info_news,1,سلط عمن ضطراب حمل طعم ضد كورو سبب أخر مدد لقح يزر
الصحة العالمية تحور يفرض علينا أساليب جديدة لمواجهته,info_news,1,صحة علم تحر فرض علي الب جدد لمواجهته
المعلمون المجموعة الثانية ستتلقى لقاح كورونا تركيا,info_news,1,علم جمع ثني لقى لقح كورو ترك
دول أوروبية تعرب قلقها البالغ تأخر تسليم لقاح فايزر,info_news,1,دول ورب عرب قلق بلغ أخر سلم لقح يزر
حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1,حفظ الل لقى جرع ولى لقح كورو كوفيد
دكتور فاوتشي لهذا السبب يجب الأشخاص تلقي لقاح بأسرع وقت ممكن,info_news,1,دكتور وتش لهذا سبب يجب شخص تلق لقح أسرع وقت مكن
لقاح هندي ضد كورونا يصل مسقط,info_news,1,لقح هند ضد كورو يصل سقط
تستقبل الدفعة الأولى لقاح فيروس كورونا,plan,1,قبل دفع ولى لقح يرس كورو
وزيرة الإعلام اقترحنا يكون للإعلاميين الاولوية تلقي لقاح كورونا ,info_news,1,وزر علم قرح يكون علم ولو تلق لقح كورو
يواصل الكذب علي شعبه ويقدم لقاح فعال للشعب التركي للخروج أزمة فيروس كورونا,plan,-1,يصل كذب علي شعب قدم لقح فعل شعب ترك خرج ازم يرس كورو
عادل العدوي نهدف يكون لدينا خطوط إنتاج لقاح كورونا مصر بالتنسيق خطوط الإنتاج العالمية ,info_news,1,عدل عدي هدف يكون لدي خطط ناج لقح كورو مصر نسق خطط ناج علم
المتحدث باسم جون يتم تطعيم بصدد إيقاف الخطة نراجع بروتوكولات حماية قواتنا,plan,1,تحدث بسم جون يتم طعم صدد يقف خطة رجع بروتوكول حمي قوت
ارتفاع الوفيات لمليونين تحذر عواقب استمرار حصول مواطني الدول الغنية لقاح مقابل بطء وصوله الفقيرة ,requests,1,رفع وفي ليو حذر عقب رار حصل واط دول غنة لقح قبل بطء وصل فقر
الفنان عبادي الجوهر يتلقى لقاح فايروس كورونا,celebrity,1,فنن عبد جوهر لقى لقح يرس كورو
بإمكانك التسجيل عبر تطبيق صحتي لأخذ,advice,1,بإم سجل عبر طبق صحت أخذ
إيران تبرم عقدا لاقتناء وإنتاج لقاح سبوتنيكالروسي ,plan,1,اير برم عقد قنء إنتاج لقح سبوتنيكالروسي
الف وظيفة الف لقاح كتير علينا والله هالسعادة,info_news,1,الف وظف الف لقح كتر علي ولل هالسعادة
الله ان يجعل معها العافية وطولة العمر  يـ فهد ,celebrity,1,الل ان جعل عها عفي وطل عمر يـ فهد
خبر عاجل آية الله خامنئي يحظر استيراد لقاح أمريكي بريطاني لفيروس كورونا,plan,-1,خبر عجل اية الل خامنئ حظر يرد لقح امر برط يرس كورو
اليوم أخذت الجرعة الأولى لقاح كورونا بالصحة السلامة رب شكرا دولة شكرا,personal,1,اليوم اخذ جرع ولى لقح كورو صحة سلم رب شكر دول شكر
نستهدف تطعيم نصف السكان خلال الربع الأول,info_news,1,هدف طعم نصف سكن خلل ربع اول
تم بحمد الله الجرعة الثانية اللقاح المضاد لكورونا,personal,1,تم حمد الل جرع ثني لقح ضاد كورو
قصر باكنجهام الملكة إليزابيث الثانية وزوجها يتلقيان لقاح فيروس ,celebrity,1,قصر باكنجهام لكة اليزابيث ثني وزج تلق لقح يرس
الحمدلله اخدنا لقاح كورنا   تنظيم واستقبال  ورحابة صدر  شي راقي جدآ,personal,1,حمدلل اخد لقح كور نظم واستقبال رحب صدر شي رقي جدآ
عاجل الإمارات تعلن تقديم جرعة لقاح فيروس كورونا خلال الـ ساعة الماضية والإجمالي يتخطى مليون جرعة,info_news,1,عجل امر تعل قدم جرع لقح يرس كورو خلل الـ سعة اضة جمل خطى ملي جرع
حصلت اليوم الجرعة الثانية ولله الحمد,celebrity,1,حصل اليوم جرع ثني ولل حمد
عدوة الشعوب ترفض استعمارها  والنوايا الشيطانية,info_news,1,عدة شعب رفض عمر نوا شيط
تطعيم الإنفلونزا الموسمية يقي فايروس كورونا   شاركونا آرائكم الهاشتاق,personal,0,طعم انفلونزا وسم يقي يرس كورو شاركو ارئ هاشتاق
اللهم الرضا العميق والطمأنينة الدائمة وقوة التوڪل وجميل البشارات الآتية منك يارب      ,celebrity,1,لهم رضا عمق طمأ دئم وقة وڪل جمل بشر اتة منك يرب
غد الدراسات الاجتماعية قيم ندوة علمية لمناقشة بـ,info_news,1,غد درس اجتماعية قيم ندة علم نقش بـ
قالتا لقاحهما فعال ضد النسختين المتحورتين البريطانية وجنوب الإفريقية لكورونا,info_news,1,قلت لقح فعل ضد نسخ تحر بريطانية جنب فرق كورو
مصر تتسلم شحنة لقاح أوكسفورد أسترازينيكا المضاد لكورونا ,info_news,1,مصر سلم شحن لقح اوكسفورد استرازينيكا ضاد كورو
حفظه الله  يتلقى الجرعة الأولى  لقاح كورونا كوفيد,info_news,1,حفظ الل لقى جرع ولى لقح كورو كوفيد
مواطن يتلقى اليوم الجرعة الثانية لقاح اللافت للانتباه ابنته تعطيه الجرعة ,personal,1,وطن لقى اليوم جرع ثني لقح لفت نبه ابن عطه جرع
الفنان الإماراتي يتلقى الجرعة الأولى لقاح ويعبر سعادته وفخره بذلك,celebrity,1,فنن مرا لقى جرع ولى لقح عبر سعد فخر بذل
متحدث الصحة   تلقى لقاح كورونا الاستمرار بتطبيق الاجراءات الوقائية,advice,1,تحدث صحة لقى لقح كورو رار طبق جرء وقي
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد ,celebrity,1,خدم حرم شرف لقى جرع ولى لقح كورو كوفيد
إندونيسيا ترصد مليارا ونصف مليار لشراء لقاح سينوفاك الصيني ,info_news,1,دونيس رصد لير نصف لير شرء لقح ينف صين
هى فاعلية لقاح فاك الصينى ضد الفيروس المستجد تجارب,info_news,0,هى فعل لقح فاك صينى ضد يرس سجد جرب
حد مواطنا جزائريا تلقوا لقاح بينهم السلك الطبي,info_news,1,حد واط جزر تلق لقح بين سلك طبي
يمكن المستحي نثق بأمريكا تحاول تدميرنا بشتى الوسائل ,requests,1,يمكن سحي نثق أمر حول دمر شتى وسل
فيديو تمديد فترة الجرعة الثانية اللقاح يعني عدم فعاليته    ,info_news,1,يدو مدد فتر جرع ثني لقح يعن عدم فعل
رويترز لقاح فايزر بيونتك فعال يبدو الوقاية السلالة البريطانية فيروس كورونا,info_news,1,رويترز لقح يزر بين فعل بدو وقي سلل بريطانية يرس كورو
منظمة الصحة العالمية سيكون لدينا مليون جرعة لقاح كورونا لمنطقة الشرق الأوسط مليون جرعة بحلول,plan,1,نظم صحة علم سيك لدي ملي جرع لقح كورو نطق شرق وسط ملي جرع حلل
  جرعة لقاح تم إعطاؤها لمواطنين ومقيمين,info_news,1,جرع لقح تم عطؤ واط قيم
الان إعادة جدولة حصلوا الجرعة الاولى تطعيم الكرونا   يتكرر السؤال الى يمكن تأجيل الجرعة الثانية,info_news,1,الن عدة جدل حصل جرع ولى طعم كرو كرر سؤل الى يمكن أجل جرع ثني
نائب الرئيس التركي يتلقى لقاح كورونا ,celebrity,1,نئب رئس ترك لقى لقح كورو
المهم أنه لقى لقاح ديال ترامب باش عترف بصحراء المغربية,personal,1,مهم انه لقى لقح ديل رمب باش عترف صحراء غرب
لاتساهموا فقد أحبابكم بترويج الإشاعات حول يوضح,info_news,1,سهم فقد حبب روج اشع حول وضح
حقنة إبرة الأخبار الكاذبة تلاحق تطعيم نائبة الرئيس الاميركية  ,rumors,1,حقن ابر خبر كذب لحق طعم نئب رئس امر
بقيادة إيمان المنصور   نجاح لقاح مضاد لفيروس جامعة الإمام عبدالرحمن بن فيصل  ,plan,1,قيد ايم نصر نجح لقح ضاد يرس جمع امم عبدالرحمن بن يصل
بالفيديو  أشعر بأية آثار جانبية مراسلة  مشاركتها بتجربة لقاح جونسون آند جونسون ,info_news,1,يدو شعر بأة اثر جنب رسل شرك جرب لقح جونس اند جونس
تعلم فيلم  تدور أحداثه عام وفيه تحو الناس زومبي بسبب لقاح خاطئ,info_news,1,علم يلم تدر حدث عام وفه تحو ناس زومب سبب لقح خطئ
مطالبات أممية بتسهيل إسرائيل لعملية تطعيم الفلسطينيين ضد فهل تستجيب ,info_news,1,طلب ممي سهل رائيل عمل طعم لسط ضد فهل تجب
اذا بدكن بقى تشوفوا صور وفيديوهات مشاهير عم يعملوا لقاح,info_news,0,اذا بدك بقى تشف صور يدو مشاهير عم عمل لقح
نقاط مهمة  حول تطعيم وصل الكويت الى حديثا,info_news,1,نقط همة حول طعم وصل كوت الى حدث
ظهور حالة محص خلال خاصية تطبيق تلقي الجرعة الثانية لقاح كورونا كوفيد,info_news,1,ظهر حلة محص خلل خصي طبق تلق جرع ثني لقح كورو كوفيد
مستشار وزارة الصحة الموقع الإلكترونى جاهز لتلقى طلبات راغبى لقاح,plan,1,شار وزر صحة وقع الكترونى جهز لقى طلب راغبى لقح
بدء تطعيم اللاجئين لاجئا مخيم الزعتري تلقوا اللقاح  ,info_news,1,بدء طعم لجئ لجئ خيم زعتر تلق لقح
  حفظه الله يتلقى الجرعة الأولى لقاح كوفيد ,celebrity,1,حفظ الل لقى جرع ولى لقح كوفيد
المتحدث باسم حزب العدالة والتنمية  الرئيس سيتلق جرعة لقاح مضاد لكورونا اليوم,celebrity,1,تحدث بسم حزب عدل نمي رئس تلق جرع لقح ضاد كورو اليوم
خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,خدم حرم شرف لقى جرع ولى لقح كورو
عندهم ميزانية للشعب المعطل وعندهم ميزانية تكفي شراء لقاح للدول العالة,requests,1,عند يزن شعب عطل عند يزن تكف شرء لقح دول علة
وزارة الصحة الإسرائيلية شخصا أصيبوا بشلل خفيف الوجه تلقيهم لقاح كورونا ,info_news,-1,وزر صحة اسرائيلية شخص اصب شلل خفف وجه تلق لقح كورو
الإقبال المتزايد التسجيل للحصول لقاح كورونا الأشخاص الأكثر احتياج لأخذ اللقاح غيرهم  ,info_news,1,قبل زايد سجل حصل لقح كورو شخص كثر حيج أخذ لقح غير
مستشار للصحة حملات تطعيم لقاحات تبدأ نهاية الجارى ,plan,1,شار صحة حمل طعم لقح بدأ نهي جرى
إضاءة بعبارات تشجع أفراد المجتمع تلقي لقاح   ,info_news,1,ضءة عبر شجع فرد جمع تلق لقح
لوكان اللقاح الامريكي فعال كانت امريكا اليوم الاكثر اصابات العالم ,info_news,1,لوك لقح امر فعل كانت امر اليوم كثر اصب علم
أمير منطقة الرياض يوضح سبب تأخره لتلقي لقاح كورونا    ,celebrity,0,امر نطق ريض وضح سبب أخر تلق لقح كورو
الصحة تعلن تقديم جرعة لقاح خلال الـ ساعة الماضية ,plan,1,صحة تعل قدم جرع لقح خلل الـ سعة اضة
الصحة الألمانية مؤشرات مشاكل تسليم شحنات لقاح موديرنا,info_news,1,صحة لمن ؤشر شكل سلم شحن لقح ودر
خبر  السيستاني يوافق اعطاء لقاح كورونا  طيح الله حضكم جميعا استثناء,info_news,1,خبر سيس يفق عطء لقح كورو طيح الل حضكم جمع ثنء
اندلع حريق معهد المصل الهندي أكبر صن للقاحات العالم ينتج ملايين الجرعات لقاح كوفيشيلد لفيروس,info_news,0,دلع حرق عهد مصل هند كبر صن قاح علم نتج لاي جرع لقح كوفيشيلد يرس
لاتسمحو للطيران عشان يجون ناس وينقلون العدوة وبنسبه للدراس اسمحو للي خذين لقاح كورونا,personal,1,محو طير عشن يجن ناس نقل عدة نسب درس محو للي خذن لقح كورو
عقب تلقيه لقاح كورونا أردوغان يتحدث دعاية سلبية ويحذر مواطنيه   رابط بديل,info_news,1,عقب لقه لقح كورو ردغ حدث دعي سلب حذر وطن ربط بدل
منظمة الصحة العالمية بلدان عربيان سيحصلان لقاح فايز بيونتيك الشهر  ,info_news,1,نظم صحة علم بلد عرب حصل لقح فيز بين شهر
أبوهشيمة يعلن تبرعه بـ مليون مبدئيا لصندوق لتوفير لقاح,info_news,1,ابوهشيمة يعل برع بـ ملي بدئ صندوق وفر لقح
مصري يبتكر لقاح ضد كورونا البيض المخصب آمن وسهل إعطاؤه طريق الأنف ,info_news,1,صري بكر لقح ضد كورو بيض خصب امن سهل عطؤ طرق انف
تلق نائبة جو فعلأ لقاح تظاهرت بذلك المصو رين   التفاصيل ,rumors,0,تلق نئب جو علأ لقح ظهر بذل مصو رين فصل
تحرص استمرارية توريد لقاح فيروس كورونا المستجد لمناطق المملكة جانب وصول اللقاح المنطقة الشرقية,info_news,1,حرص استمرارية ورد لقح يرس كورو سجد نطق ملك جنب وصل لقح نطق شرق
الكويت شهادة لقاح كورونا ستخدم كجواز سفر المطارات تطلبها,info_news,1,كوت شهد لقح كورو خدم كجواز سفر طار طلب
الهيئة المنظمة للأدوية توافق لقاح موديرنا المضاد لفيروس,info_news,1,هيئ نظم دوي وفق لقح ودر ضاد يرس
تحقق معدل توزيع جرعات لقاح للفئات المؤهلة طبي بمعدل تجاوز جرعة لكل شخص   ,plan,1,حقق عدل وزع جرع لقح فئت ؤهل طبي عدل جوز جرع لكل شخص
كامالا هايس نائبة الرئيس الأمريكي تتلقى الجرعة الثانية لقاح كورونا ,celebrity,1,كامال هيس نئب رئس امر لقى جرع ثني لقح كورو
بحسب جوروزاليم بوست إسرائيليا يعانون شلل الوجه لقاح لفيروس كورونا  ,info_news,1,حسب جوروزاليم بوس رائيل يعن شلل وجه لقح يرس كورو
شركة جونسون أند جونسون الأمريكية تتوصل لقاح جرعة واحدة ضد كورونا  ,info_news,1,شرك جونس اند جونس امر وصل لقح جرع وحد ضد كورو
نشارككم مقال فريق الاقتصاد السلوكي هارفارد بزنس ريفيو لتشجيع الافراد لاخذ لقاح كوفيد,info_news,1,نشر قال فرق قصد سلك هارفارد زنس ريفيو شجع فرد لخذ لقح كوفيد
جونسون نعتقد لقاح أسترازينيكا فعال الفئات العمرية عكس تعتقد ألمانيا,info_news,1,جونس عتقد لقح استرازينيكا فعل فئت عمر عكس عقد لمن
الحمد لله اخذت اليوم الجرعة الاولى احترافية عالية وتنظيم رائع   شكرا لله نعمة السعودية,personal,1,حمد لله اخذ اليوم جرع ولى احترافية علي نظم رئع شكر لله نعم سعد
بداية الاتصالات تصنيع لقاح سبوتنيكفي الجزائر ,info_news,1,بدي تصل صنع لقح سبوتنيكفي جزر
ســلمت ودمت ياتاج روسنا  العافية قدامك وعسانا مانسمع عنك مكروه يارب  ,celebrity,1,ــلم ودم ااج روس عفي قدم وعس مانسمع عنك كره يرب
متحدث وزارة الصحة   لديه حساسية مفرطة عدم لقاح كورونا,info_news,1,تحدث وزر صحة لده حسس فرط عدم لقح كورو
عجبني كلامها مليون لفرض اللقاح إجباري,personal,1,عجب كلم ملي فرض لقح جبر
حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد    ,celebrity,1,حفظ الل لقى جرع ولى لقح كورو كوفيد
اردوغان ينتهز فرصة لقاح كورونا لتحسين اقتصاده تقليل سقوطه خلال بيع اللقاح للشعب بضعف المبلغ ,personal,0,ردغ نهز فرص لقح كورو تحس قصد قلل سقط خلل بيع لقح شعب ضعف بلغ
فضيحة الدم الفرنسي وطريقة تعامل المجتمع الدولي معها درس لإيران ولكل الأمم الحرة زمن كورونا  ,info_news,1,فضح لدم رنس طرق عمل جمع دول عها درس لإر لكل امم حرة زمن كورو
عبر تطبيق تعرف خطوات تقديم طلب لقاح كورونا للممارسين الصحيين,advice,1,عبر طبق عرف خطو قدم طلب لقح كورو مرس صحي
اللي يسالوني شو تحسين لقاح كورونا احساسي,others,1,الل سلو شو تحس لقح كورو حسس
الكثير البلدان انتجة لقاحات لهذا الفايروس  الغايه تسليم الأمور امريكا  يكفيكم عماله ,info_news,0,كثر بلد نجة لقح لهذا يرس غيه سلم امر امر يكف عمل
بالعيادة  قول بندورة  بن دورة  لقاح لكان,unrelated,0,عيد قول ندر بن دور لقح لكن
وصول طائرة موسكو لنقل جرعة لقاح سبوتنيكإلى الأرجنتين ,info_news,1,وصل طئر وسكو نقل جرع لقح سبوتنيكإلى ارج
لقاح سبوتنيك   أشهر الدعاية والتشكيك الغربي فعالية اللقاح الفعالية بلغت   خاطر بوتين ,info_news,1,لقح سبت شهر دعي شكك غرب فعل لقح فعل بلغ خطر بوت
 لقاح كورونا الإمارات أمن ماذكرته وزارة الصحة بدولة الإمارات العربية المتحدة,info_news,1,لقح كورو امر امن اذكر وزر صحة بدل امر عرب تحد
الإمارات تقديم جرعة لقاح كورونا خلال ساعة,plan,1,امر قدم جرع لقح كورو خلل سعة
وزير الصحة وصول جرعة لقاح مضاد لكورونا ائتلاف كوفاكس خلال الأسبوع الحالي  ,info_news,1,وزر صحة وصل جرع لقح ضاد كورو ئلف كوفاكس خلل سبع الحالي
عاجل دراسة بريطانية لقاح أسترازينيكا يوفر حماية بنسبة يوما الجرعة الأولى  ,info_news,1,عجل درس بريطانية لقح استرازينيكا وفر حمي نسب يوم جرع ولى
دبي تبدأ حملة تطعيم بلقاح شركة سينوفارم الصينية المضاد لكوفيد,info_news,1,دبي بدأ حمل طعم لقح شرك سينوفارم صين ضاد كوفيد
