text,category,stance
عاجل متحدث الصحة وصلت عدد الجرعات المعطاة لقاح_كورونا,info_news,1
معاليه يوضح توفير اللقاح سيوفر الحماية للجميع وأنه تم التأكد فاعليته ومأمونيته ونتائجه مخبري وأنه الأهمية وجود فاصل زمني يصل أسابيع الأقل الجرعة الأولى والثانية لقاح أسترازينيكا,info_news,1
اللقاح الامريكي يثبت بشكل فعاليته نريد_لقاح_آمن,info_news,1
وسط تزايد أعداد حالات الإصابة بالفيروس والخمول الاقتصادي إحباط أوروبا بسبب وتيرة طرح لقاح فيروس كورونا لديها المزيد التقرير,info_news,1
الجواز_الصحي سيظهر عبر تطبيق توكلنا لمن أكمل تطعيمات لقاح_كورونا,advice,1
عاجل لقاح موديرنا فع ال ضد النسختين المتحو رتين البريطانية والجنوب إفريقية كوفيد بيان فرانس_برس,info_news,1
يومين تلقيت الجرعة الثانية لقاح كورونا وبالرغم أعداد المراجعين توافدوا بكثير تجربتي موعد الجرعة الأولى مؤشر إيجابي أني تمكنت اللقاح فترة تتجاوز الـ دقائق أرفع العقال احتراما لكل القائمين المشروع,personal,1
المستشار عصام عيسى الحميدان النائب العام لإمارة دبي يتلقى الجرعة الأولى لقاح فايزر بايونتيك ضمن حملة التطعيم تنفذها هيئة الصحة دبي وتوفر خلالها التطعيم للمواطنين والمقيمين مجانا,info_news,1
انا بدي لقاح فايزر بدي لقاح جونسون دموع اليوم جايي_فايزر_يفزرنا,info_news,1
الصحة المصرية بداية الغد ستتلقى المستشفيات الحكومية لقاح كورونا وخلال أيام سيتم تسجيل لقاح صيني وروسي وبريطاني,plan,1
ودخلك مشاهير بلدك الي شوي ناطين دبي ياخدو اللقاح هدول مواطنين مثلا الناس الي باوروبا واميركا وتلقحت بحسب عمرا او مهنتا بغض النظر جنسيتا هدول شو ياريت يخترعولك لقاح عنصرية يادكتور ماتقتلك شي مريض لانو غريب وبالمرة يزرعولك مخ بدل ماتحط نفسك مواقف بايخة,personal,0
نجاح لقاح سعودي مضاد لـ كورونا جامعة الإمام عبدالرحمن بن فيصل,info_news,1
جزائرية تتلقى لقاح سبوتنيك تتحدث حالتها الصحية,personal,1
فايزر وأطفال نيجيريا تسببت لقاحات شركة فايزر عام نيجيريا بمقتل أطفال أصل لأنهم تلق تروفان وستة أطفال توفوا بسبب الجرعة المنخفضة السفترياكسون وهناك عدد آخر عانى العمى الصمم والشلل يعني معقول هيدا اللقاح هلق آمن لقاح_امن,info_news,-1
لبنان اليوم متباهون بنيلهم لقاح ضد كورونا مقابل مواطن يستجدي جرعة أوكسيجين جماعة السهر بدون أية تدابير ليلة رأس السنة أهم قطاعات تحتضر مدرسة مصرف مستشفى رؤساء ووزراء وموظفين كبار عنوانهم نرى نسمع نتكلم صغار حل بمواقع كبار أفسدهم الحقد فتحولوا لعميان بصر وبصيرة,info_news,1
تهدف دولة الإمارات العربية المتحدة تطعيم نصف سكانها ضد فيروس كورونا بحلول نهاية شهر نظرة داخل مراكز التطعيم,plan,1
السيستاني يبيح إستخدام لقاح فيروس كورونا بشروط أهمها ان يكون اللقاح مرخص يجوز خرق الأولويات الحصول اللقاح مخالف للقانون خامن ئي إيران منع إستيراد لقاحات فايروس كورونا جماعة الولي الفقيه شراح يسوون,info_news,1
حال وصول لقاح كورونا للعراق ستتلقى لقاحك,others,0
تضاف اللقاحات الممولة بموجب المرسوم اللقاحات شركة فايزر وافق البنك الدولي تمويل ثمنها وعددها مليون ونصف مليون جرعة لقاح وبذلك سيكون إمكان وزارة الصحة الحصول مليونين لقاح منصة إضافة اللقاحات فايزر,info_news,1
ساعة ماشفت المسئولين بيتصوروا وهما بياخدوا لقاح كورونا دعيت قلبى يكون اللقاح قاتل,personal,0
الوصال وزير_الصحه تم حجز جرعة لقاح إكسفورد بيان_وزارة_الصحة مجلس_الشورى,info_news,1
وزيره_الصحه توفير لقاح_كورونا للمواطنين بـ ومجانا لغير القادرين للتفاصيل,plan,1
ذاتو اللبناني يللي بيقبل ياخد لقاح لكورونا لأن اقتنع فيهن وشكك فيهن سحب شي هايدروكسي كلوروكوين ورمديسيفير وأزيثرومايسين وأيفيرمكتين الصيدليات بدون مايعرف ليه وكيف ومين وشو عم ياخد,personal,1
اتهامات أوروبية لشركة أسترازينيكا بتصدير كميات لقاح كورونا المخصصة لدول الاتحاد بريطانيا العربية,info_news,1
صورة اول عراقي اخذه لقاح كورونا الابتسامه,personal,1
الصحة متلقو الجرعة الأولى لقاح_كورونا سيحصلون الجرعة الثانية الموعد نفسه,info_news,1
القادة بدأوا بأنفسهم لنطمئن الملك_يتلقي_لقاح_كورونا,celebrity,1
وصول الجرعات الأولى لقاح استرازينيكا الجزائر المقبل,info_news,1
بإذن الله سأتلقى الجرعة الاولى لقاح الكوفيد الاسبوع القادم ورسالتي للجميع ان يؤمن الانسان بأن الحماية المرض الله وليس بسبب اللقاح وانما باب الاخذ بالاسباب,personal,1
حاج حاج تحلمو وتزتو اشعات قال مليون لقاح قال مليون العمى بكنو,info_news,1
سجل اسمك اللي بدن يستفيدوا لقاح سعد ونطور الف لقاااااح,advice,1
دراسة أظهرت فعالية لقاح فايزر ضد تحور كورونا بريطانيا وجنوب أفريقيا,info_news,1
تفسيرات لاصابة البعض بكورونا رغم اللقاح اللقاح يحتاج اسابيع لتكوين المناعة لهذا جرعتين مدار اسابيع يكون مصابا فترة قليلة تلقي اللقاح اللقاح يحد الاعراض المرضية وليس العدوى نفسها فعالية كاملة لاي لقاح وهناك تتعدى ال,info_news,1
تركيا حملة تطعيم ضد فيروس كورونا باستخدام لقاح سينوفاك الصيني,plan,1
التطعيم يقترب مستشار السيسي لشؤون الصحة محمد تاج الدين تعاقدنا مليون جرعة لقاح كورونا ونبدأ تطعيم المواطنين أواخر شهر الجاري وأول مواطن سيتم اختياره عشوائيا بشكل إلكتروني,plan,1
تاخيرة خير مختبر برازيلي فعالية اللقاح الصيني تتعدى هذ لقاح الصين بدا وكل شوية كينزل يوصل لصفر المائة,info_news,-1
جعلني لقاح يابوي الله يحفظك,unrelated,1
لقاح جونسون أند جونسون جديد,info_news,0
عدد جرعات لقاح كوفيد_ يشارف مليون وام برق_الإمارات,info_news,1
فيدو نائب أمير نجران يتلقى الجرعة الأولى لقاح كورونا فيروس_كورونا,celebrity,1
لقاح كوفيد يدفع بالجائحة دائرة السيطرة,info_news,1
سيدي خادم الحرمين الشريفين خلال تلقيه لقاح كورونا الله يحفظك ويطول بعمرك,celebrity,1
الجمعية الخيرية للعمل التطوعي بمنطقة تبوك تبدأ التدريب والتجهيز للمتطوعين المشاركين تنظيم مركز لقاح كورونا كوفيد بمنطقة تبوك,info_news,1
مصر تبدأ تطعيم الأطقم الطبية بلقاح سينوفارم الصيني اعتبارا غد الأحد واستلام شحنة لقاح جديد نهاية الأسبوع العربية,info_news,1
شوف نوع الدعاية دبي تجيب ستيف هارفي عشان يسوى دعاية لـ السياحة التسوق بفلوس والحقيقة رائعة الصحة تجيب برابير لبنان عشان يتصورا ياخذوا لقاح كورونا اللى مشترينه بالفلوس بره عشان يجيب أخوياه مجانا وين الانجاز والتجارة أدري,info_news,1
جهة الشرق تستقبل الدفعة الأولى لقاح فيروس كورونا نبقاو_على_بال,info_news,1
يشمل تطعيم كوفيد المرحلة الحالية الأعمار سنة الفئات التالية,plan,1
اذا مكملين هيك رح نعوذ اي لقاح بلبنان هلق ليوصل بكون اللبنانيين انصابوا,personal,1
استقالة رئيس أركان الجيش الإسباني بسبب لقاح كورونا,info_news,-1
ستكون كيفية طرح اللقاح الأردن غاية الأهمية بالنسبة لثقة الجمهور العام يجب تطعيم المسؤولين الحكوميين علن باللقاح الصيني لزيادة الثقة العملية وأي محاولات لفرز لقاح فايزر للأشخاص المتميزين الأشخاص العامين اللقاح الصيني سيكون ضار للغاية جهود الحكومة,info_news,1
ورد_الآن شركة ستزيد كميات لقاح كورونا المخصصة للاتحاد الأوروبي بنسبة الاتحاد الأوروبي سيحافظ هدف تطعيم البالغين ضد فيروس كورونا بحلول نهاية الصيف المصدر,info_news,1
ولاية الأكثر تضررا كورونا تستلم حصتها لقاح سبوتنيك_,info_news,1
الشرق_عاجل العاهل السعودي يتلقى لقاح كورونا عاجل,celebrity,1
المواطن نخيره عبيد سعيد الظاهري يبلغ العمر عاما يتلقى الجرعة الأولى لقاح كوفيد_ اخترت_التطعيم يدا_بيد_نتعافى,personal,1
لقاح كورونا ايراني حاليا مرحلة الاختبار البشري,info_news,0
مطرب تذكرته الف ولقاح يقيك المرض قيمته عندنا برفسور بيلقي محاضرة كيفة صناعة لقاح كورونا بالبيت لتحمي نفسك بالمجان احد حضر بعدين يسال ليش يتهمش المبدعين عندنا,others,0
فيديو خادم_الحرمين_الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد عكاظ ان_تكون_اولا تطبيق_عكاظ,celebrity,1
تبذله حكومتنا الرشيدة رعاها الله جهود لمصلحتنا نعجز عدها ورعاية وعناية نتصورها تستوجب الجميع اللهج بشكر الله توفيقه ملازمة الدعاء والثناء وأن نعرف قدر النعمة ونكون لحمة واحدة وجماعة متعاونة تراعي مصلحة الجماعة وتلزم الطاعة الإمارات لقاح_كورونا,personal,1
بوقت انت عاملة بروباغاندا ومبسوطة عم تاخدي لقاح بدبي والله وحدو بيعرف قديه قابضة عهالإعلان ببلدك الناس عم تموت عباب المستشفى والطواقم الطبية منهارة,info_news,1
شي متوقع يصير الدوله تساوي المواطن والمقيم بيصير اكثر شويه مشهور جايهم الكويت ولب ولب اولبنان او الاردن يتطعم الكل والمواطن لسى ينتظر مو احنا فلوسنا كثيره ونقدر نشتري لقاح الخطاب المساوي الاجنبي والمقيم بالمواطن غلط بلدانهم يدفعوك ثمن الله يكرمكم,personal,1
وزارة الصحة إعطاء الجرعتين لقاح سينوفارم يتم تكوين أجسام مضادة للفيروس لقاح_كورونا كورونا_الأردن هنا_المملكة,info_news,1
يارب مانصير سبيل لقاح مجاني لكل دول الارض أتمنى نكون المقصودين لان لاعت چبدي للامانة,unrelated,0
عاجل رويترز نقلا مسؤول بمنظمة الصحة العالمية تونس فلسطين ستحصلان لقاح فايزر الشهر خلال مبادرة كوفاكس كورونا,info_news,1
نطالب_بفتح_المساجد وصول الدفعة الثانية لقاح فايزر بيونتيك الم لفيروس كورونا مجموعه المغردين يطالبون بفتح المساجد وخاصه فتح الانشطه الحيويه والاقتصاديه,personal,1
الش عوب محرومة طول حياتها ظل الانظمة الفاسدة الاستبدادية تم توف الأخيرة قاح ضد كورونا شخلول إل يصد,info_news,1
الرئيس سعد الحريري يسعى لتوفير مليون لقاح لمليون لبناني يعانون امراض لايتحمل جسدهم المرض سيتم دفع نصف كمية اللقاحات بهبة الرئيس الحريري سعد_الشعب_اللبناني,info_news,1
لقاح حقيقي يعطيه اردوغان للشعب التركي واتباعه فقط يمكنهم الحصول علي اللقاح الفعال نظرا لان تركيا ازمه اقتصاديه والشعب يعاني,info_news,-1
اخد لقاح تبع سعد الحريري صارت ايدو طويلة,others,0
طعمت الجرعة الثانية لقاح فايزر ضد الكورونا المستجد حماية لنفسي ولمرضاي وأحبابي والمجتمع,personal,1
محطات تلفزيونية ومواقع اخبارية طب لوا وزم روا ليل نهار انو الحريري بد يأمن مليون لقاح وطلع بالنهاية جايب لقاح للحاشية تبعو,personal,0
وفاة مواطنين فرنسيين تلقيهم لقاح كوفيد لمخابر فايزر ووزارة الصحة الفرنسية تفتح تحقيق القضية,info_news,-1
بدكم لقاح للعنصرية أهم لقاح كورونا وعلى حسابنا كمان ولوجه الله,others,0
خلاف متصاعد الاتحاد الأوروبي وشركة أسترازينيكا بسبب التأخر تسليم لقاح كورونا,info_news,1
موقف ظريف لوزير النفط السابق معالي المهندس علي_النعيمي حفظه الله تلقيه لقاح كورونا يدل طيبته وروحه المرحة,celebrity,1
أسامة_كمال الإعلام اللي بترعاه تركيا وشكك لقاح سينوفارم فين سينوفاك وفين المسرحية الهزلية الرخيصة دي,requests,1
فاوتشي بايدن مستعد لاستخدام السلطة الموسعة للحكومة لإلزام الشركات بتقديم مليون جرعة خلال يوم تولي منصبه العربية,plan,1
الصحة العالمية نسجل وفاة نتجت تلقي المصابين لأي لقاح لـ كورونا,info_news,1
استعدادات رائعة وامكانيات ضخمة وتنظيم فائق التميز مركز معارض الرياض حصلت اليوم تطعيم_كورونا بكل يسر وسهولة شكرا قادتنا وشكرا لكل متواجد الصالة منسوبي وزارة_الصحة ليخدم القادمين للحصول التطعيم واهيب بالجميع للحصول التطعيم,info_news,1
نشرة_الرابعة وزير المالية السعودي نتفاوض شركات لقاح عالمية لتوفير لقاحات كورونا لليمن ودول فقيرة,info_news,1
دراسة جرعتان لقاح فايزر تمنعان تقريبا إصابات كورونا,info_news,1
أحمد محبوب مصبح المدير العام لجمارك دبي يتلقى الجرعة الأولى لقاح فايزر بايونتيك ضمن حملة التطعيم تنفذها هيئة الصحة دبي وتوفر خلالها التطعيم للمواطنين والمقيمين مجانا,info_news,1
أرقام توزيع اللقاح تتوافق يرونه أرض الواقع إدارة ترامب تترك لـ بايدن أرقام مربكة حول توزيع لقاح كورونا بأمريكا,info_news,0
تحديث دليل وجود صلة مباشرة لقاح والوفيات قامت النرويج بتلقيح سكان دور رعاية المسنين تقريب تم تطعيم شخص ظهر اليوم الوفيات المبلغ عنها بكثير مريض دور رعاية المسنين ليتم تطعيمهم,info_news,1
قرار تأجيل موعد فتح المنافذ والسماح بالسفر جاء بسبب تأخير الشركات المصنعة لـ لقاح_كورونا تسليم الدفعات المتعاقد عليها الأوقات المحددة الوصول معدلات مناعة مجتمعية مرتفعة وجود موجة ثانية كثير الدول,info_news,1
نظام اردوغان يثبت يوم يوم ان اخر يشغل باله الشعب فهو يريد ان يدفع الشعب تمن علاجه وتمن لقاح كورونا ويعيطه مجانا للسياسين التابعين لحزب التنميه والعداله,plan,1
لوكان اللقاح الامريكي فعال كانت امريكا اليوم الاكثر اصابات العالم نريد_لقاح_آمن,personal,1
خطوات للتسجيل تطبيق صحتي لأخذ لقاح كورونا,info_news,1
المنطقي يصاحب عطلة الـ يوم حملة تطعيم مكثفة للمعلمين وأساتذة الجامعات يرجع التعليم الحضوري بعدها التعليم أولوية لوضعت الخطط البديهية لعودته,celebrity,1
حبيبنا وقرة أعيننا سيدي خادم_الحرمين_الشريفين الملك سلمان حفظه الله يتلقى الجرعة الأولى لقاح كورنا نفعه الله ومتعه بالصحة والعافيه,celebrity,1
مبروك للوطن إنتاج لقاح سعودي ضد فيروس كورونا المستجد إنجاز يستحق الفخر والإشادة وتصد عناوين الصحف ونشرات الأخبار اللقاح تصميم الدكتورة ونتطلع يبدأ مراحل التجارب السريرية قريبا وهنا كوفيدة تشرح فكرة اللقاح,info_news,1
جبران بيطلع عنو الإشاعات السيئة وسعد بيطلع عنو الإشاعات بتبيض الوج مليون وحدة لقاح تفوت بطيزكن وسائل إعلام الزبالة,personal,0
وزير الحرس_الوطني وعدد منسوبي الوزارة يتلقون الجرعة الأولى لقاح_كورونا كوفيد,celebrity,1
عاجل خادم الحرمين الشريفين الملك سلمان بن عبدالعزيز يتلقى لقاح كورونا قدامك العافية سيدي,celebrity,1
الشرق_عاجل رويترز السعودية تحصل ملايين جرعة لقاح أسترا زينيكا خلال أسبوع عاجل,plan,1
يوم تلقي الجرعة الأولى لقاح سبوتنيك ضد كورونا تظهر أية أعراض جانبية الحرارة الوهن أعراض كورونا أذن ثالثة إصبع جديد بانتظار الجرعة الثانية,personal,1
نبي لقاح يبعد عنا الناس الغثيثه والنفسية,unrelated,0
لقاح طريقه إلينا بـ الف,others,0
لقاح جايين للقطاع الطب يذكر منهم الدكتور نبيه بر البروفيسور ميشال عون الممر وليد جنبلاط,info_news,1
شاهد أمير منطقة الرياض فيصل بن بندر يتلقى الجرعة الأولى لقاح_كورونا,celebrity,1
مستغربين ليش الطاقم الطبي البلد ويلي عم بفتش عطريقة يترك هالأبطال يل صرلن اكتر سنة عم يعرفوا ليلهن نهارهن وعم يخاطروا بحياتهن كرمالنا بدهن يشوفوا بصيص أمل ببلد استكتروا عليهم لقاح ممكن يحميهن بنحني لكل بطل منكم طاقمنا_الطبي_البطل,personal,1
القوات البرية الملكية السعودية يتلقى الجرعة الأولى لقاح كورونا,celebrity,1
سعد_الحريري سياسي لبناني يعشق الارقام مليون الف وظيفة الف لقاح صندوق_النقد_الدولي,info_news,1
يصل لقاح فيروس كورونا الضفة الغربية فلسطين الضفة_الغربية إسرائيل,info_news,1
برنامج_أخباركم خادم_الحرمين_الشريفين يتلقى الجرعة الأولى لقاح كورونا لمزيد الأخبار,celebrity,1
بريطانيا تفتتح مراكز كبرى بهدف تطعيم مليوني مواطن أسبوعي لوقف انتشار كورونا,plan,1
ترجمة الفيديو عندما تحمي نفسك باللقاح فإنك تحمي نفسك الاصابه بالامراض السريرية فنحن متأكدين ان اللقاح يحميك الاصابه بكوفيد لابد الاستمرار لبس القناع والتباعد يتم تطعيم اكبر عدد ممكن الفئات الحكم,info_news,-1
الإمارات تعلن تطعيم مليوني شخص بلقاح كورونا العربية_عاجل,plan,1
ونقسم اللقاح لمحاور محور غرب محور شرق لقاح للمحمودات لقاك للجورجيت خناقات مسبات تخوين تكفير مزرعة,info_news,1
بحمد الله وفضله حصلت الجرعة الثانية لقاح_كورونا التنظيم والترتيب رائع تزايد أعداد المواطنين الملفت للنظر مدعاة للفخر بهذا الشعب الواعي حمد لله أولا الشكر لقيادتنا الحكيمة جعلت صحة وسلامة أرض البلاد أولا السعودية_العظمى,personal,1
كبير المستشارين الطبيين لـ بايدن أنتوني فاوتشي الموافقة لقاح جونسون آند جونسون خلال أسبوعين,plan,1
موقع تويتر يغلق حساب خامنئي بالانجليزية بسبب تغريدة تضمنت معلومات كاذبة لقاح كورونا,rumors,0
الصيدلانية القديرة منى عبدالحسين عبدالرضا حول موضوع اللقاح وتفاعل الأدوية لقاح كورونا,info_news,1
مطار القاهرة يستقبل أولى دفعات لقاح أسترازينيكا اليوم,info_news,1
حصلت اليوم تطعيم بلقاح كوفيد أتوجة بالشكر والعرفان للقيادة الرشيدة ولوزارة الصحة العامة لمواجهة الجائحة متمنية للجميع السلامة الوباء,personal,1
اليونسيف سنوفر مليار جرعة لقاح كورونا دولة فقيرة صحيفة_الرأي الأردن لقاح كورونا اليونسيف عاجل,plan,1
سؤال جدي أجد جوابه اذا حدا قادر يساعد لماذا تتجه وزارة الصحة روسيا والصين لاستيراد اللقاحات لماذا التركيز اللقاح الاميركي فكرة الشركة بدا براءة ذمة تجيب لقاح يعني حدا انطعج هيي خصها,info_news,1
آمن تلقى مدير عام صحة_الشرقيه اليوم الجرعة الأولى لقاح فيروس كورونا ويؤكد بأن لقاح_كورونا آمن وفعال مشجعا الجميع أخذه مركز_لقاحات_كورونا_الشرقية,info_news,1
خبر جيد فعاليه لقاح فايزر بيونتيك ضد التحولات الجينيه الجديده حدثت لفيروس كورونا وجعلته اكثر قدره الانتشار وخصوصا الطفره الجديده تم رصدها والتي تغير اجزاء البروتين الشوكي,info_news,1
معالي رئيس جامعة_الملك_عبدالعزيز وعدد قيادات الجامعة ومنسوبيها يتلقون الجرعة الأولى لقاح كوفيد ويشيدون بالدعم المحدود حكومة خادم الحرمين الشريفين وسمو ولي العهد حفظهم الله يثمنون لوزارة الصحة حسن الاستقبال ودقة التنظيم,celebrity,1
تلقى رئيس جامعة_الأمير_سطام الجرعة الأولى لقاح كورونا ضمن خطة اللقاحات تنفذها وزارة الصحة,celebrity,1
خبر ممتاز دراسة لقاح فايزر فعال ضد التحور الجديد انتشر المملكة المتحدة دول العالم ضد طفرة أخرى,info_news,1
بريطانيا تفكر المعلمين ضمن الفئات الأولوية التطعيم تتم عودة الطلاب الى المدارس بأسرع وقت توفر اللقاح الكويت يوجد مبرر لعدم تطعيم المعلمين طعم المعلمين ورجع ال الف طالب بأسرع وقت وخل الناس ترتاح شهر وطلاب الكويت محرومين مدارسهم,info_news,1
نصيحة بأخذ جرعة لقاح كوفيد_ لله الحمد الامور طيبة واللقاح متوفر العيادات ومجالس المناطق أنصح الجميع الوضع الراهن يسارعوا بأخذ التطعيم ونشكر حكومتنا الرشيدة جهودها الكبيرة والجبارة لضمان سلامة المجتمع اخترت_التطعيم يدا_بيد_نتعاف,info_news,1
سفر اهل السلطة الى الخارج لتلقي لقاح كورونا سفالة وانحطاط تأخير أهل السلطة وصول اللقاح الى لبنان إبادة وسمسرة لبنان مستشفى الشرق دمروه وأفلسوه وذهبوا يتلقحوا الخارج تاركين الشعب اللبناني يموت,info_news,1
تركيا بدء منح لقاح كورونافاك المضاد لفيروس كورونا للعاملين قطاع الصحة تخطيه اختبارات مؤسسة الأدوية والأجهزة الطبية التركية,info_news,1
السعودية الشقيقة علقت السماح بدخول المملكة مواطنيها والدبلوماسيين والممارسين الصحيين وعائلاتهم وحنا شهر الاعياد الوطنية نريد ان نحتفل السنة ونظهر الروح الوطنية بتعاون قطاعات الصحة وخصوصا المستوصفات وتطعيم ملايين تطعيم_جرعة_واحدة_فقط,info_news,1
الله يديم عز هالبلد قيادته الرشيدة السيارة التطعيم السيارة أخذت القصة دقائق دول يفترض أنها العالم الأول الناس توقف طوابير بمئات الأمتار الثلوج الأجواء الصعبة حصلوا لقاح الأساس الحمد لله نعمة الإمارات يدا_بيد_نتعافى,personal,1
اذا بالشتي وجبنا مليون لقاح اذا مشمسة بحبك,others,0
روسيا تبدأ تطعيم عسكرييها بلقاح سبوتنيك قاعدة حميميم السورية العربية,info_news,1
اعتراضا الاستقطاعات كتلة المالكي تتهم الجبوري بتحويل الموازنة الى مقاولة العراق_في_دقيقة احدث واهم الاخبار المحلية زر موقعنا اخبار الصحة_العراقية السومرية فيروس_كورونا لقاح_كورونا,info_news,1
خطتهم لان اول شيئ سيكون حجر صحي تقريبا لمدة شهر بنادم غادي يتهلك الفقر والبطالة غادي يجي لقاح غادي يقولو ليكم تاخدو لقاح باش نرجعو الحياة طبيعية الاغلبية غادي ياخدو وبهذا وقعتهم قبركم,personal,1
تترددوا لقاح كورونا متاحا دولكم فقد يتوفر المستقبل بسبب زيادة الطلب ارتفاع أعداد الإصابات حول العالم,advice,1
تعلنه وسائل التواصل الإجتماعي المرتبطة وفاة جبل طارق أيام بدء حقن لقاح التجريبي منعني تويتر كالعادة نشر رابط الخبر لأنه ضد سياسة تكميم الأفواه يستخدموها ضد المعارضين للقاح,info_news,-1
يمكن يصعب علي إني أتكلم بكل يدور بخاطري بسبب أراه أسمع أمور يضيق الصدر أدعوا الله بأن يحمي هالديرة أهلها جائحة فساد أخلاقي لقاح بوح,info_news,0
الأحبة جميعا السلام عليكم لقاح الأنفلونزا الموسمية حاليا متوفر المستوصفات أعتقد عموم البلد يوم أخذنا اللقاح انا وعائلتي والحمدلله اللقاح فرنسي اتمنى السلامة والعافية للجميع,info_news,1
كنت تساءلت حول عقود وزارة_الصحة شهور محذر اعلنت تعاقداتها شركات انتاج اللقاح اليوم شركة فايزر تستطيع توفير لقاح_فايزر لكل عملاءها تعاقدوا معها فماذا انتم فاعلون الموقرة,personal,1
محتاجه لقاح يقاوم الإفراط التفكير,others,0
بريطانيا سفاح سيأخذ لقاح كورونا الملايين,info_news,1
الحمد لله اليوم الاثنين الساعة السادسة تلقيت الجرعة الأولى لقاح كورونا حقيقة يعجز اللسان تقديم الشكر للجهود بذلتها الدولة لسلامة المواطن والمقيم كلمات الشكر وباقات الورود تكفي للمارسين الصحيين انهم يستحقون تكريما وطنيا مستوى الدولة,personal,1
محمد يوسفي اللقاحات اقتنتها الجزائر أثبتت نجاعتها بنسبة بالمائة لقــــاح_كـــــورونـــا,info_news,1
عاجل وكالة الأدوية الأوروبية توصي بالموافقة استخدام لقاح كورونا طورته شركة أسترازينيكا,info_news,1
عاجل وزيرة الصحة تعاقدنا مليون جرعة لقاح لكورونا صدى_البلد البلد,info_news,1
السلطات الإيطالية تحث اعتماد لقاح سبوتنيك الروسي الاتحاد الأوروبي,plan,1
إصابة أفراد طاقم طبي مستشفى إسرائيلي بفيروس كورونا رغم تلقيهم جرعتين لقاح فايزر بيونتيك المضاد للفيروس,info_news,-1
أبوي أمي خذوا لقاح كوفيد اليوم الله ينفع رب يحفظهم,personal,1
وصفت نفسها بـ وطن الإنسانية إسرائيل تقدم جرعة لقاح مودرنا للسلطة الفلسطينية,info_news,1
أصحاب نظرية المؤامرة يحذرون اللقاحات بدعوى أنها تحتوي مواد زرعتها جهات دولية للإضرار بدول العالم الثالث نسيتم أننا نستورد شيء وكان بالإمكان زرع المواد الغذاء والدواء وغيرها المستوردات لقاح_كورونا,rumors,1
تركيا نصف مليون تلقوا لقاح كورونا خلال يومين رابط تخطي الحجب للمزيد,info_news,1
الصحه_الروسيه الحاصلون لقاح_كورونا يظلون فى دائرة نقل العدوى فيروس_كورونا للتفاصيل,info_news,1
مقيم سوري تلقيه لقاح كورونا نجد فرق السعودية المواطن والمقيم,personal,1
العصابة اشترت لقاح_فايزر ليهم اما الشعب فئران تجارب,personal,0
تقرير أميركيا أصيبوا بردود فعل تحسسية شديدة لقاح فايزر,info_news,-1
نبا لقاح ضد التفكير الزايد,unrelated,0
مواطن يتلقى اليوم الجرعة الثانية لقاح كورونا شاهدوا فرحته واعتزازه كون أبنته الدكتورة تعطيه الجرعة ماشاءالله,personal,1
الله يكتب لقاح_كوفيد_ الوقاية ويحمينا بلطفه ورحمته شكرا وزارة_الصحة التنظيم الرائع مركز_لقاحات_كورونا,personal,1
شكرا _حماة_الوطن_على_الحد الجيش_السلماني_الإلكتروني يعتقد البعض انني بالغت عندما اخذت لقاح كوفيد عناية جيشنا الابيض والخدمات تقدم لاخذي القاح تشهدها دول العالم العناية والخدمات دبلوماسي امريكي يتحدث الخدمات بكل شفافية عظيمة يابلادي,personal,1
علي النعيمي لقاح كورونا يدور العروس,celebrity,1
طبيب بوسطن أصيب برد فعل تحسسي شديد دقائق تلقي لقاح وهم كورونا موديرنا,info_news,-1
معيتيق يبحث ممثل اليونيسف كيفية التعامل الدفعة الأولى لقاح فيروس كورونا ليبيا المرصد,info_news,1
الف الف مبروك للسعودية كامله نجاح بنت عنيزة الدكتورة ايمان المنصور انتاج لقاح كرونا سعودي كفو بنت عنيزه ونعيد ونكرر عنيزه التميز عنيزه قلب القصيم النابض,info_news,1
خامنئي_رأس_الإرهاب المجرم حول حظر استيراد لقاح_كورونا الولايات_المتحدة بريطانيا فرنسا اللقاح حق للشعب بينما يقترب عدد الضحايا إيران قال خامنئي اليوم استيراد لقاح كورونا الولايات المتحدة وبريطانيا وفرنسا محظور,info_news,1
عصر متقدم جدا تأمل الفيديو يحارب لقاح الانفلونزا الموسمية داخل جسدك,unrelated,0
أزمة لقاح كورونا أظهرت الملموس المستوى العلمي لمن يتولون الشأن الصحي ببلادنا اعظاء اللجان المسماة علمية مديرو المستشفيات الجامعية أساتذة الطب وعلم الفيروسات بالمغرب مديرو المعاهد المسماة طبية مديرو المعاهد المسماة علمية,others,0
أخبار فيروس كورونا الأيام مشابهة جدا لتلك المتداولة الربيع الماضي حدود مغلقة وحجر صحي وحظر تجول ليلي وبناء مستشفيات للمرضى الصين وأخرى اكتظت بالمصابين وأنهك العاملون وطوابير انتظار وتهافت المواد الغذائية وكأن شيئا يتغير ول يتم التوصل لقاح,personal,0
الولايات المتحدة الأمريكية صور الرئيس الأمريكي المنتخب جو بايدن يتلقى للجرعة الثانية يوم لقاح,celebrity,1
تبي لقاح فايزر الامريكي المتوفر بالسعوديه لايريدون اللقاح الصيني,requests,1
اردوغان يستغل شعبه ويوفر لقاح كورونا للمؤيدين السياسيين واستيراده بطريقة سرية,info_news,1
متحدث وزارة الصحة نبشركم بحمد الله يتم رصد مضاعفات لمن تلقى لقاح كورونا السعودية السعودية,info_news,1
