text,category,stance
يتلقى الجرعة الأولى لقاح بمشاركة عدد مسؤولي الوزارة والجامعات  ,celebrity,1
شاء الله جرعة لقاح كورونا خلال ساعة الحمدلله كثرا نعمة الوطن الغالي الوطن يعمل بجد لمواجهة الجائحة,info_news,1
عالواتساب صارو مليون لقاح هلق للعصر منضرب مليون بسهولة,info_news,1
مدير عمليات خلية يبدو نهاية الوباء تكون قريبة   ,info_news,1
حفظه الله يتلقى الجرعة الأولى لقاح,celebrity,1
اسلحة العالم وصواريخها قيمة امام لقاح يقي مرض وكل جيوش العالم وعسكره قيمة امام الجيش الابيض,personal,1
فورار كمية لقاح سبوتنيكالتي إستلمتها الجزائر جرعة بتكلفة مالية بلغت مليار,info_news,1
سمو أمير المنطقة الشرقية الأمير سعود بن نايف حفظه الله يتلقى الجرعة الثانية لقاح,info_news,1
اللقاحات الست المرخصة منظمة الصحة العالمية صنع ومدى فاعليتها إضافة سعرها نشاهدها التقرير ,info_news,1
شركة فايزر تسجل تجربة لقاح ضد فيروس كورونا للأطفال عاما,info_news,1
أمير ونائبه يتلقيان الجرعة الأولى لقاح,celebrity,1
الملك سلمان يتلقى الجرعة الأولى لقاح,celebrity,1
بفضل الله عز وجل  تلقيت اليوم الجرعه الثانيه لقاح كوفيد يد ابنى الدكتور فارس وفقه الله يحبه ويرضاه,personal,1
  الملك سلمان يتلقى لقاح كورونا  الله يحفظك ويطول بعمرك ياخادم الحرمين ويعطيك الصحه وطولة العمر,celebrity,1
رياكشن مرام شلون شنو انزين جهزي مطارة چاي بدون لقاح مطارة قهوة ياية,personal,0
أمير منطقة الرياض يوضح   تأخرت بتلقي لأنني سبق وأ صبت بـ فيروس كورونا ونصحني الأطباء بتأخير اليوم  ,celebrity,1
جرعة لقاح المضاد لــ تصل البلاد فجر غد,info_news,1
الصحة   حساسية الطعام لاتمنع لقاح كورونا ومايمنع الحساسية المفرطة,advice,1
العربية  وزارة الصحة السعودية تعتمد لقاحي لقاح فايزر للتصدي لفيروس كورونا,info_news,1
مسؤول لقاح كورونا الإيراني يستجيب لجميع الاختبارات بشكل ممتاز ,info_news,1
الإمارات تسجل لقاح سبوتنيك الروسي للاستخدام الطارئ ,plan,1
والدنا الغالي حفظه الله  يتلقى الجرعة الأولى لقاح كورونا كوفيد   بسم الله الله يحفظك ويرعاك  ,personal,1
الولايات المتحدة مليون إصابة بكورونا حملة تطعيم فوضوية,info_news,-1
 السعودية تؤجل الجرعة الأولى لقاح بسبب نقص  الجرعات,info_news,1
شخص سجلوا المنصة الخاصة بالحصول اللقاح   ,info_news,1
توصل اليوم بنصف مليون جرعة الصيني ضد موعده توصله بمليوني جرعة لقاح البريطاني الأسبوع الماضي,info_news,1
مستشار السيسي يعلن موعد بدء عملية تطعيم المصريين بلقاح فيروس كورونا ,info_news,1
وفاة امرأة خضعت لتجربة لقاح سينوفارم الصيني بالتهاب رئوي ,info_news,-1
الرئيس الأمريكي المنتخب جو يتلقى الجرعة الثانية لقاح المضاد لفيروس,celebrity,1
ياجعل عينك ترى بالزمن مكروه  تهون الأمور الباقية سلم راسك  ,celebrity,1
السفير الأمريكي تلقيه لقاح معجبون تقدمونه ونتمنى نكون مثلكم,celebrity,1
ألمانيا توزع مليون جرعة لقاح ضد ولاياتها,info_news,1
سيكون الحصول شرطا للسفر او الدخول للمملكة مستقبلا  وماهي النصحية للراغبين بالسفر   متحدث الصحة يوضح,rumors,0
تبدأ تطعيم مواطنيها بلقاحى المضادين لـ,plan,1
شاهد اللذي حدث جدتي تلقي مستشفى الامير حمزه ,info_news,1
أردوغان يحذر استمرار الدعاية السلبية حول لقاح كورونا  ,info_news,-1
الرئيس التركي رجب طيب يتلقى جرعة لقاح كورونا المدينة الطبية بالعاصمة أنقرة يصل اللقاح الى العراق,celebrity,1
ساعة لقاح ال     مكان اللقاح مستمر يأذي ماطلعلي جناحات كمت افتح تويتر دماغي للاسف,personal,1
هام مصر طبيب يحصل لقاح كورونا بمستشفى عزل خليفة,info_news,1
للحصول لقاح كورونا مليونير كندي وزوجته ينتحلان صفة عاملين بفندق ,info_news,1
ملكة زوجها أخذوا  لابس فروة ويشوي كستنه الدو الديوانية ويقول رأيي التطعيم آمن اطعم أبوي       ,celebrity,1
لقاح كوفيد متوفر موقعا إمارة أبوظبي ليكن خيارك التطعيم,info_news,1
سنحتاج شهورا التأكد تطعيم أغلبية الأميركيين وفي انتظار بد ارتداء الكمامات,info_news,1
خطيب الحرم المكي   فعل الأسباب لقاح كورونا الإجراءات الصحية وعدم تصديق شائعات المرجفين  ,info_news,1
جمال فياض محاولا استخراج الشريحة الالكترونية شرج راغب علامة تلقي الاخير لقاح كورونا   بدنا نسهر ,unrelated,0
وزير الصحة التركي يعلن بدء تطعيم المسنين البالغين عاما فأكثر باللقاح المضاد لـ,info_news,1
تتعذب سوريا تجيب لقاح كورونا بكرا بيعطوها اللقاحات عنا,info_news,1
مخيم الزعتري بدء إعطاء اللاجئين السوريين ,info_news,1
وفاة مسنا تحذر مخاطر لقاح كبار السن ,info_news,-1
أشهر مدينة للسعادة لأكبر مركز تطعيم للقاحات,info_news,1
الي المقطع مجرم وبس   الفنان محمد_عبده ياخذ الجرعة الأولى,celebrity,1
يوجد لقاح فعال وعلينا الاستمرار فى ارتداء,info_news,1
ننشر صورة لكارت وزارة لمتابعة حالات التطعيم ,info_news,1
الملك السعودي يتلقى الجرعة الأولى لقاح كورونا,celebrity,1
وصول أولى الدفعات مصر معلومات لقاح أسترازينيكا أوكسفورد ,info_news,1
مطاعم دبي تقدم خصومات تصل لـ للحاصلين لقاح كوفيد ,info_news,1
نائبة الرئيس الأميركي تحصل الجرعة الثانية لقاح كورونا ,celebrity,1
وفاة شخصا عقب تلقيهم لقاح فايزر بيونتيك المضاد لفيروس كورونا ,info_news,-1
شاهد   حديث ودي أمير منطقة الرياض وزير الصحة مركز تطعيم لقاح كورونا الرياض  ,info_news,0
وزير الصحة حسن التميمي وفر الأموال المخصصة لتوفير مستلزمات استخدام لقاح المضاد للوباء  ,info_news,1
حالة وفاة إصابة أخرى تم الإبلاغ عنها لقاح  أحدث بيانات مركز السيطرة الأمراض  والمخفي أعظم ,info_news,-1
تصريحات الرئيس خلال افتتاح عدد المشروعات التنموية وإعلان بدء تطعيم لقاح كورونا ,plan,1
ممكن الان يعملوا سريع وزن فاست فود مدة الدراسة شهور لانه مايحتاج دراسة كثيرة مافي   سبب    علاج,info_news,1
اللهم الحمد والشكر تلقيت اليوم الجرعة الاولى  استقبال جميل الكل يرحب  وتنظيم أروع شكرا,info_news,1
 الصحة تقديم جرعة لقاح اليوم الأحد أعلى معدل تلقي جرعات يوم انطلاقة الحملة الوطنية لتقديم اللقاح,info_news,1
مدير مستشفيات البشير للمملكة أشخاص سيأخذون مطعوم كورونا اليوم البشير  ,plan,1
دولة عربية جديدة تدخل قائمة الراغبين بالحصول لقاح سبوتنيكالروسي ضد كورونا  ,plan,1
تقترب تطعيم المقيمين دور الرعاية واكتشاف حالتين السلالة الجنوب إفريقية ,info_news,1
البابا فرنسيس يعتبر رفض تلقي لقاح كورونا نكران انتحاري,info_news,1
لقاح فيروس يصل منتصف شهر المقبل التفاصيل مراسل محمد مسعود,info_news,1
لماذا أعتبر لقاح أكسفورد بشرى عظيمة وثورة علمية  ,info_news,1
البابا فرنسيس أعلن أنه سيتلقى لقاح كورونا الأسبوع المقبل واعتبر رفض تلقي اللقاح نكران انتحاري,celebrity,1
مابدي مطعوم ضد كورونا بدي مطعوم ضد حبي لبرشلونه تصبحون خير,personal,0
تؤكد لقاحها الثاني ضد فعال بنسبة ,info_news,1
صباحك ومطرحك البدء تطعيم الفئات الأولى ضد فيروس كورونا بداية شهر   اسمعنا,info_news,1
آثار جانبية خطيرة طبيب صيني يفجر مفاجأة حول لقاح سينوفارم يتراجع ,info_news,-1
شو الفكرة طرح ان تكون للاعلاميين اولية بتلقي لقاح الكوفيد الا اذا ناويين يجربوه فينا,info_news,1
تويتر وقف حساب ترامب نهائيا بسبب خطر التحريض العنف  ,unrelated,0
بايدن يتلقى الجرعة الثانية لقاح كورونا,celebrity,1
مؤخرا بتقديم مثال للعالم بأسره الدول طعم اللاجئين الموجودين ضمن حدودها ,info_news,1
لقاح لجميع المواطنين والمقيمين بدء سن عام,info_news,1
الأرجنتين تباشر التطعيم بالجرعة الثانية لقاح سبوتنيك الروسي المضاد فيروس بعدنا ناطرين فايزر,plan,1
يعني تكون بكامل صحتك ومعافى بدنك تروح تاخذ لقاح عشان تحس بحراره,info_news,1
ضد لقاح كورونا الأمريكي لأن شرائح للتجسس أفكارنا   علوشي سنة مفكر الشيوعية جمع شيعة,personal,-1
تعقيل ليمون  السدر  المانجو  معاملة الأشجار وقت التزهير  الأشجار بالتعقيل  وتنبيه لجميع المزارعين ,unrelated,0
معالي مدير الامن العام الفريق اول ركن خالد بن قرار الحربي يتلقى الجرعة الاولى لقاح فيروس كورونا,celebrity,1
روسيا تؤكد تلقي مليون شخص لقاح سبوتنيك ,info_news,1
التلغراف الثانية عالميا سباق تطعيم السكان ضد فيروس كوفيد,info_news,1
البالغين إسرائيل سيكونون أخذوا الجرعة الثانية لقاح فايزر ضد جائحة كورونا بحلول نهاية شهر المقبل,plan,1
  وزير الصحة يمكن لمن تلقى الجرعة الأولى لقاح فايزر يتلقى الجرعة الثانية لقاح أسترازينيكا  ,advice,1
الصحة   شخص حصلوا لقاح ولم يتم رصد مشاكل صحية لديهم,info_news,0
الموت أرحم عندي انو آخد لقاح موهوب دولة الاجرام الامارات وبوساطة سعد الحريري,personal,-1
الكشف الحالة الصحية لأردوغان يوم تلقيه لقاحا ضد كورونا ,celebrity,1
ضرورة لأخذ المطعوم للذي أصيب بـ ولم تمض إصابته أشهر عضو اللجنة الوطنية للأوبئة عزمي محافظة  ,info_news,0
عرفت أنه الحريري بده يجيب لقاح كورونا,unrelated,1
مباشر  موفد ملتميديا الإذاعة الجزائرية بمطار بوفاريك العسكري إنتظار وصول دفعة لقاح سبوتنيك ,info_news,1
وصول طائرة تحمل جرعات الصيني الإماراتي سينوفارم  ,info_news,1
طبيب يحصل لقاح كورونا تحدث اي أعراض جانبية اللقاح رغم مرور ساعات ,personal,1
قال مجان للجميع وأخرى لغير القادرين تبيع الحكومة لقاح كورونا للمصريين وبكم,info_news,1
انا مابي اسقاط قروض منحة بيوت ابي شي هالبلد لقاح ابي اعرف الحكومة شتسوي بالنواب تخليهم يرتخون جذي,unrelated,0
تويتر تعل حساب لقاح سبوتنيكالروسي المضاد لكورونا ,info_news,0
 لقاح  الإجتثاث وإلإجتثاث تعني الطم والردم لجثة راكنة بحقدها,unrelated,0
اعتقال صيدلاني بتهمة إتلاف جرعات لقاح,info_news,-1
المبادرة لأخذ   الشيخ محمد بن غيث حفظه الله   ,celebrity,1
تل أبيب تنفي تطعيم البلدات العربية بلقاحات منتهية الصلاحية ,info_news,1
لماذا يحق للأردنيين اختيار نوع مطعوم الصحة جيب  ,plan,0
فاوتشي يتوقع الموافقة لقاح جونسون آند جونسون خلال أسبوعين,info_news,1
الملك سلمان بن عبد العزيز يتلقى الجرعة الأولى لقاح,celebrity,1
دراسة لقاح فايزر يبدو فعالا كورونا المتحور,info_news,1
كنت مصابا بداء السكري بادر بالتسجيل لتلقي لقاح خلال تطبيق,info_news,1
شاهد وأول مواطنة ومقيم يتلقون الجرعة الثانية,info_news,1
بحمد الله وتوفيقه اليوم أخذت الجرعة الثانية لقاح     شكر وطني المعطاء  التسجيل للإبرة دقيقة,personal,1
اسمه دواء وذكره شفاء   ايادي مباركة ,unrelated,0
عدم تطعيم أغلبية سكان العالم سيؤدي ظهور طفرات جديدة  ,info_news,1
لقاح الصيني وفاة امرأة بيرو بسبب تجربة سريرية  ,info_news,-1
وزارة الصحة  تدعو المواطنين للتسجيل منصة تطعيم كوفيد وتجنب الإصابة بالمرض,info_news,1
الإمارات توفير لقاح لجميع المواطنين والمقيمين بدءا عاما,info_news,1
الحملة ضد اللقاح الأميركي يجب تقابلها   حملة للمطالبة اللقاح الإيراني  ,info_news,1
وزيرة الصحة سنحتاج لقاح كورونا بشكل دائم الحالة  ,info_news,1
خبراء مستشفى عالج مرضى كورونا بووهان ونفي أوربي لصلة لقاح فايزر بوفيات  الحجب,info_news,1
بجرعة واحدة فقط لقاح شركة أميركية ضد كورونا يظهر فاعلية كبيرة الصغار والكبار,info_news,1
ولك شي بيضح ضاربك فيروس اسمو ميشال عون والصهر ورح تتلق لقاح,unrelated,0
أعلنت منظمة الإيرانية ظهر اليوم الثلاثاء   عدد ضحايا مدينة تجاوز شخص ,info_news,0
منظمة الصحة العالمية تتفق شركة تزويدها بـ مليون جرعة لقاح كورونا لتقديمها للدول النامية,info_news,1
لقاح مقابل استثمارات وبقاء الهنود عندنا ماسكين التجارة والاقتصاد,others,0
العاهل السعودي يتلقى لقاح كورونا وفيديو يرصد الحدث ,celebrity,1
مديرية الأمن العام تبدأ بإعطاء لقاح كورونا لمرتباتها ,info_news,1
استمرار إعادة جدولة جرعات لقاح بسبب تأخر الشركة الصانعة التوريد  ,info_news,1
فيديو   أمير مكة المكرمة يتلقى الجرعة الثانية بمركز اللقاحات,celebrity,1
الله يطو بعمرك ويحفظك مكروه تاج رأسنا  ,celebrity,1
الحمد لله تم الحصول   دورك انت لنتخلص الوباء,info_news,1
مواقف وئام وهاب الاخيرة  يبدو انه اخذ لقاح ال _جحشنة طريقه للتحول الى انسان,personal,0
سج لت النروج وفاة كبار السن حصلوا لقاح  فتح النقاش حول تجن اعطائه عمر معي  للمتابعة,info_news,-1
أردوغان ملايين جرعة لقاح كورونافاك الصيني تصل تركيا بحلول نهاية الأسبوع,info_news,1
يصف تجربته تلقي الجرعة الثانية لقاح فيروس ويشرح الآثار الجانبية للقاح يمكن يتوقعه الناس,personal,1
تلقى اليوم سمو الشيخ ناصر المحمد الصباح الجرعة الثانية لقاح كوفيد نسأل الله وللجميع الصحة والعافية,celebrity,1
حق لكل شخص موجود أرض الوطن جنسه أصله لونه دينه لغته,requests,1
امرأة برتغالية عام يومين فقط تلقيها لقاح فايزر يقول والدها لقد كانت بخير يكن لديها مشاكل صحية,personal,-1
 عمرها سنة وكاتبة انوثتي طغت النساء انتي خلصي تطعيم شلل الااطفال وبعدين اطغي براحتكك,info_news,1
وزارة الصحة  تغيير بمواعيد وصول لقاح فايزر الكويت والدفعة الثالثة ستصل قريبا,plan,1
الامير بندر اثناء توجهه لأخذ لقاح كورونا لوزير الصحة توفيق الربيعة خذ سيارتك ورح لبيتك,celebrity,1
تبدأ توزيع لقاح ظل الارتفاع القياسي لإصابات اليومية,plan,1
دكتور دافع لقاح فايزر سحبوا شهادته,personal,-1
لماذا نصحت ألمانيا بعدم إعطاء لقاح أسترازينيكا لمن تتجاوز أعمارهم عاما ,info_news,-1
  مداخلة هاتفية  يوسف الهاجري الرئيس التنفيذي لقطاع الإعلام   تحدث حول  تلقيه  المداخلة ,info_news,1
    توتنهام عرضوا هيئة الخدمات الصحية الوطنية  إستخدام ملعبهم كمكان لإعطاء لقاح ,plan,1
البشر مش حقل تجارب حقن يحصلوا ,personal,-1
وزيرة الصحة تطعيم أصحاب الأمراض المزمنة وكبار السن بـ منتصف ,plan,1
نسبة تلقوا إجمالي السكان دول مختارة,info_news,1
إعادة جدولة إعطاء بسبب تأخر الشركة الصانعة التوريد المملكة وجميع دول العالم تصدر اللقاح  ,info_news,1
الإمارات تتخطى حاجز مليون جرعة لقاح كورونا مقدمة ,info_news,1
گيگات جرعات لقاح گورونا  يحتاج الرجل حياته نساء  تدرون حتي هذيگ نظاره يحتاجها  ,personal,0
تابع   أمل تكون استنسابية وفئوية وطائفية توزيع لقاح,personal,0
عبادي الجوهر يتلقى الجرعة الأولى لقاح كورونا ,celebrity,1
معالي يستعرض  الجواز الصحي سيظهر عبر تطبيق توكلنا لمن أكمل تطعيمات لقاح كورونا,info_news,1
فاوتشي يرجح الموافقة لقاح جونسون آند جونسون خلال أسبوعين,info_news,1
الجزائر ستستلم إضافة اللقاح الروسي شحنة أخرى اللقاح المضاد لكوفيد الصين نهاية شهر الحالي ,info_news,1
إقالة طبيب أميركي ولاية اتهامه بسرقة جرعات لقاح لإعطائها لأصدقائه أفراد عائلته  ,info_news,0
حاكم القيوين يتلقى الجرعة الاولى لقاح كوفيد ,celebrity,1
مطار القاهرة يستقبل شحنة تبلغ جرعة لقاح استرازينيكا المصنع الهند  تحيا مصر,info_news,1
عامر الرجوب يتلقى الهواء مباشرة  الله يحفظك اخ عامر ,info_news,1
الملك سلمان يتلقى الجرعة الأولى لقاح مضاد لفيروس كورونا  ,celebrity,1
أفضل عقار للكورونا العقار اللي انت ساكن  واحسن لقاح للكورونا انك تتلقح العقار ,personal,0
خطوات بسيطة للتغلب الخوف الإبر والتقليل التوتر   ,info_news,1
جرعة لقاح مقدمة حكومة وشعب حكومة وشعب الصديق  ,info_news,1
عامل نظافة شخص يتلقى لقاح كورونا الهند,info_news,1
فيديو فنانة تشكيلية تبدع برسم لوحة فنية لـ أثناء تلقيه,celebrity,1
مليون لقاح  حمل معه خمسمية للحاشية ,info_news,1
الملك سلمان يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1
تركيا مليون شخص تلقوا الجرعة الأولى لقاح كورونا,info_news,1
مستحيل اخذ لقاح انا اطيح غشيانه اذا شفت الابره,personal,-1
بايدن أسعى لإعطاء مليون شخص لقاح كورونا خلال يوم تسلمي منصب رئيس الولايات المتحدة,info_news,1
الأمم المتحدة تدرس المقترح الروسى حول تطعيم موظفيها ضد,info_news,1
تتمكن إدارة بايدن تطعيم مليون أمريكي خلال يوم محللة طبية توضح لـ ممكنا,info_news,1
البكوش السراج وقع اتفاقية لاستيراد لقاح كورونا والروتين المالي يستغرق وقتا,info_news,1
خلال اليومين الماضيين تلقى شخص العاملين القطاع الصحي لقاح,info_news,1
شركة فايزر تسجل تجربة لقاح ضد فيروس كورونا للأطفال عاما ,info_news,1
والدنا وقائدنا وقدوتنا سيدي حفظه الله ورعاه ,celebrity,1
    جلالة الملك عبدالله الثاني بن الحسين والأمير الحسن وولي العهد يتلقون لقاح كورونا ,info_news,1
السفير الأمريكي يصف بكلمات مؤثرة تطعيمه بـ,celebrity,1
رجال أعمال تبرعوا لصندوق تحيا مصر  لتوزيع لقاح كورونا المصريين,info_news,1
وفاة متطوعة أجريت عليها تجارب لقاح صيني مضاد لفيروس,info_news,-1
مراسل ليث بزاري فرنسي تلقوا لقاح كورونا وأكثر مليون أكدوا رغبتهم الجرعات,info_news,1
طلعت قصة المليون لقاح الصيني يلي نسبت للرئيس مش أكيدة,rumors,0
الوليد الحلاني وبعد نجاح حفلته ليلة رأس السنة يتلقى جرعة لقاح فيروس دبي,celebrity,1
مسارعة بلدان لإعطاء الجرعات لمواطنيها وبروباغندا دول أخرى شخص فقط تلقوا,requests,1
الإمارات تقدم آلاف جرعة لقاح كورونا خلال ساعة الماضية,info_news,1
شاء الله تبارك الله  شخص تلقى وطننا الغالي ,info_news,1
لاجئو الأردن يتلقون تطعيم السماء   رابط الخبر,info_news,1
الله يحفظك ويطول بعمرك يابو فهد ,celebrity,1
سعد الحريري قدم مليون لقاح صيني  اشرف ريفي قدم خطاب ضد سلاح حزب الله   الله اشرف الله,others,0
الشيف انطوان اقترحنا يكون للطباخين الاولوية تلقي لقاح كورونا,requests,1
 سيدي الملك سلمان حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد,celebrity,1
ابي خليل الدولة تتحمل التعويض لمدة سنتين اي ضرر ممكن يسببه لقاح كورونا ,plan,1
نقيب اصحاب النوادي الليلية يطالب بان يكون للراقصات الاولوية موضوع اخذ لقاح الكورونا,info_news,0
حفظ الله خادم الحرمين الشريفين   رسالة تبث الراحة والطمأنينة للجميع      ,celebrity,1
رغم مخاوفه راغب علامة سأكون يتلقى لقاح كورونا وصوله لبنان ,celebrity,1
حديثي النعمة والدخلاء السياسة ڤيروس لقاح ينتجون سلالة جديدة أسوأ ,others,0
بيان شعبة التصلب المتعدد بالجمعية السعودية لطب الأعصاب حول لقاح كوفيد,info_news,0
بينها تطعيم مليون شخص بلقاح يعلن خطته الرئاسية الأولى ,info_news,1
الله يسامحك تطعيم الكورونا ياللي خل يتنا نشوف فلاين الش عب الس عودي,others,0
تحالف غافي للقاحات مبادرة كوفاكس ستعرض لقاح أسترازينيكا بسعر دولارات للجرعة الواحدة بحسب البلد  ,info_news,1
اعلنت شركة الأمريكية انها قامت بتسجيل كامل لتجربة لقاح مضاد لفايرس مخصص للأطفال,info_news,1
دفعة لقاح سبوتنيك الروسي ضد كورونا تتجه الجزائر,info_news,1
جايبين مليون لقاح بلبنان مليون لاجئ انجأ يكفيون  اكيد ابدا المواطن ارضه,personal,1
  عااااااجل  اعلنت الدولة السورية أنها تشتري لقاح كورونا لأنو لبنان يشتريه ويهربوا  عا سوريا  ,personal,0
تعلم فيلم  أحداثه تدور عام وفيه تحول الناس زومبي بسبب لقاح خاطئ  وصلت الفكرة,others,0
الصحة المصرية لقاح كورونا سيصل نهاية الشهر نقص أجهزة التنفس,info_news,1
جماعة لاجىء أولا يوصل لقاح لازم ينعطى لقاح لاجىء بدالكن  محلولة,info_news,1
إصابة طاقم طبي للاحتلال بكورونا تلقيه جرعتي لقاح,info_news,1
فورار سلسلة التبريد ستكون مضمونة وكل الوسائل اللوجيستية مهيئة    ,info_news,1
نطالب ممثل العرگچية بإيجاد لقاح كورونا كونه يقبع بالسلطة سنين ,requests,1
تعر وانشر الوعي  يخص اللقاحات التقليدية وفرقها لقاحات   ,info_news,1
وزير الصحة تم الاتفاق شركة أسترازينيكا توفير مليوني جرعة لقاح كورونا  ,plan,1
الرئيس الفرنسي لقاح شركة أسترازينيكا فعال تقريبا لمن يتجاوزون عاما,info_news,-1
إندونيسيا تخالف العالم حملة تطعيم ضد عكس السير ,info_news,-1
الوالد المفدى يتلقى اول جرعات لقاح كورونا الله يجعله بالصحة العافية سيدي يمد عمرك يحفظك يابو فهد,celebrity,1
سيتلقى الرئيس الجرعة الأولى لقاح كورونافاك الصيني اجتماع الحزب اليوم ,celebrity,1
فلسطين ستحصل جرعة لقاح سبوتنيكالروسي ضد كورونا ,info_news,1
الإيراني يستجيب لجميع الاختبارات بشكل ممتاز عوارض جانبية,info_news,1
الناطق الرسمي للحكومة  وصول دفعة أخرى لقاح كورونا يوم الاحد المقبل عبر مطار هواري بومدين بالجزائر,info_news,1
فيديو وزير الصحة يتلقى الجرعة الثانية لقاح,celebrity,1
منظمة هيومن رايتس ووتش تطالب بتوفير لقاحات ضد فيروس للفلسطينيين الأراضي الم حتلة ,plan,1
الدكتور حسين جلوس لقاح كورونا وهذا قاله ,celebrity,1
لازم يكون نوعين لقاح لقاح يشفي للعالم الوطنية  ولقاح بردن حقيقتن للعالم الواطية ,unrelated,0
وفاة امرأة خضعت لتجربة لقاح سينوفارم الصيني بالتهاب رئوي,info_news,-1
رئيس الوزراء الفلسطيني الأسبوع القادم موعد وصول لقاح مناطق السلطة الفلسطينية ,info_news,1
إصابة عضو بالكونغرس الأمريكي بكوفيد الجرعة الأولى لقاح فايزر ,info_news,-1
يكون بدك تطلب وئام يجبلك معو لقاح دبي مستحي,personal,1
طؤبرني معليه ديما جمالي حتاخد لقاح إيبولا قبلنا,unrelated,0
وزارة الصحة وصول اللقاح المضاد لكوفيد مبرمج خلال الشهر الجاري ,info_news,1
يقدم للاجئين غرار المواطنين  مفوضية اللاجئين تقول الأردن أوائل دول العالم الم طعمة للاجئين  ,plan,1
بريطانيا تزف خبرا سارا للدول النامية بشأن لقاح كورونا ,info_news,1
الرئيس التركي رجب طيب يتلقى جرعة لقاح كورونافاك الصيني مستشفى بالعاصمة أنقرة,celebrity,1
الإمارات ستحصل الامتياز الصين لتصنيع لقاح ناطرين الشباب تا يجيبو الشعب اللبناني,plan,1
بدء تطعيم كبار السن عاما بلقاح الخميس  ,info_news,1
عاجل الوكالة الأوروبية للأدوية تقر استخدام لقاح كورونا المنتج شركة أسترازنكا لمن سن الثامنة,info_news,1
نائب رئيس الوزراء الروسي نعتزم تطعيم مليونا ضد كوفيد الربع الأول,plan,1
إبليس الرجيم يفرض علينا التطعيم  تطعيم الناس أنحاء العالم الطريقة الوحيدة,others,1
الصحة تعلن تقديم جرعة لقاح خلال الـ ساعة الماضية والعدد الإجمالي اليوم جرعة ,info_news,1
شركة لقاح سبوتنيك الروسية تقول إنها استعادت حسابها تويتر الموقع بتقييد الوصول إليه,info_news,1
سيدي  خادم الحرمين الشريفين يتلقى الجرعة الأولى لقاح كورونا كوفيد   حفظك الله وادام عزك سيدي,celebrity,1
شركة فايزر تبلغ البحرين بإعادة جدولة تسليم شحنات لقاح كورونا المفترض تسلم    المنامة  ,info_news,1
عبدالله الكبيسي مواطن يحصل الجرعة الثانية لقاح كوڤيد  ,celebrity,1
مؤشرات تظهر فعالية لقاح نوفافاكس ضد السلالة الجديدة لفيروس كورونا ,info_news,1
نقيم حملة التوعية دول الخليج لتلقي لقاح الاثنين بتوقيت القدس التلفزيون العربي ,info_news,1
ستحصل ملايين جرعة لقاح أسترازينيكا المضاد لـ معهد سيروم الهندي غضون أسبوع مقابل للجرعة  ,info_news,1
فورار وصول دفعة لقاح كورونا غد ,info_news,1
وفاة شخصين دار رعاية المسنين النرويجية أيام تلقي لقاح  شركة فايزر   طبعا السبب عمرهم الكبير وانتهى ,info_news,-1
ارزقه دوام الصحة والعافية واحفظه بعينك تنام,celebrity,1
جامعة القاهرة تعلن توفير لقاح كورونا للأطقم الطبية والفئات الأولوية نفقتها  ,info_news,1
بدء أضخم حملة تطعيم التاريخ مرور عام انتشار فيروس ,info_news,1
المغرب يتوصل بأول دفعة لقاح سينوفارم الصيني ,plan,1
السياسيين يشبهون كورونا فايروس قاح ضدهم ينتجون سلالة أسوا,others,0
عاجل  ألمانيا تكتشف لقاح فيروس كورونا تاع الرجل,info_news,1
توزيع لقاح اليوم بهذه المستشفيات فى تغطية لتليفزيون اليوم السابع ,info_news,1
معقول لقاح كورونا بيعطي مفعول الا اذا نزلتوا صورة هني وعم بيشكوكن عالسوشل ميديا,others,0
الصحة لقاح كورونا سيوز المحافظات بحسب النسبة السكانية,plan,1
وصول دفعة لقاح سبوتنيك ظهر الغد الجمعة لمطار بوفاريك وانطلاق عملية التلقيح غد السبت مستشفى البليدة,info_news,1
الإمارات تعلن رسميا توفير لقاح كورونا لجميع المواطنين والمقيمين ابتداء عمر عاما    الامارات  ,info_news,1
فيديو العبدالعالي لـ المشككون فاعلية لقاح سنراهم صفوف الانتظار لأخذ اللقاح,info_news,1
وزير الصحة لـ أخبار اعتبار الطبيب داوود حنانية شخص يتلقى لقاح كورونا الأردن,personal,1
وزير الصحة التركي يتلقى لقاح سينوفاك الصيني المضاد لـ وسط مخاوف حول فاعليته ,others,1
متحدث وزارة الصحة   شخص أخذوا لقاح كورونا المملكة,info_news,1
مواطن سعودي يحضر لأخذ جرعة لقاح فيروس وابنته تقوم بذلك,personal,1
هام مطار القاهرة وصول أولى شحنات لقاح أسترازينكا ضد كورونا والتى تضم جرعة,info_news,1
الأمير وزير الحرس الوطني يتلقى الجرعة الأولى لقاح كورونا   الله ينفع ويديمك بخير وصحة وعافية,celebrity,1
أظهرت نتائج الدراسات مدى فعاليته تسجل سبوتنيك للاستخدام الطارئ   للمزيد التفاصيل ,info_news,1
إنترفاكس الفلسطينيون يعتزمون شراء جرعة لقاح سبوتنيكالروسي,info_news,1
العنصرية الها لقاح غريب مهنة الطب وانسانيتها,unrelated,0
لقاح دولة ايران يقضي فيروس كورونا البريطاني المتحور ايضا,info_news,1
