id,text,stance,predictions
955,ألم نقل لكم أنهم سيخبروكم ان لقاح كوفيد لا يصلح للسلالة الجيدة من فيروس كورونا فلماذا تأخذون اللقاح إذا هاكم ما أعلنه وزير الصحة البريطاني,-1,negative
956,الصفقات الثنائية تهدد عدالة توزيع لقاح كورونا اندبندنت_عربية_تغنيك,-1,negative
957,تلقى نائب_وزير_التعليم الجرعة الأولى من لقاح كورونا مقدما شكره وامتنانه للقيادة الرشيدة حفظها الله على اهتمامها بصحة الإنسان وسلامته ومشيدا بالجهود الكبيرة التي تبذلها وزارة_الصحة,1,positive
958,الهياجنة لقاح أسترازينكا سيقدم أوراق اعتماده للمؤسسة العامة للغذاء والدواء هذا الأسبوع عاجل الأردن هنا_المملكة,1,positive
959,اللى مش عاجبه مزارع السيسى مايطفحش منها واللى مش عاجبه القطار الكهربائى مايتنيلش يركبه واللى مش عاجبه لقاح كورونا يتلقح على جنب ومايقفش فى الطابور واللى مش عاجبه المدن الجديدة مايجريش يحجز شقق فيها واللى مش عاجبه السيسى مايروحش ياخد تموين ع البطاقة ببلاش ولا يركب المواصلات ببلاش,-1,negative
960,لو بحقلك الاختيار أي لقاح بتاخد,0,neutral
961,اللواء عبدالرحمن بن ابراهيم الجلعود وكيل وزارة الداخلية للأحوال المدنية يتلقى الجرعة الأولى من لقاح كورونا كوفيد,0,neutral
962,المواطن الإسرائيلي رقم تلقى اليوم تطعيم كورونا إسرائيل تسجل رقما قياسيا عالميا في تطعيم المواطنين,1,positive
963,دون الإعلان عن سعر الأرض وزارة الإسكان توقع عقد ا لبيع فدان بالقرب من العاصمة الإدارية الجديدة لإحدى شركات مجموعة طلعت_مصطفى بعد أيام من إعلان تبرعه لتوفير مليون جرعة لقاح كورونا,0,neutral
964,عاجل وزير الصحة سيتم توفير لقاح كورونا إلى سن عام وما دون,1,positive
965,لقاحات فيروس كورونا لاتضمن الحماية الكاملة من الاصابة به والسلطات الاسرائيلية تخفي الارقام الحقيقية للمصابين بعد تلقيهم الجرعة الثانية من لقاح كورونا التي انتجته شركة فايزر,-1,negative
966,لتزايد عدد حالات كورونا مؤخرا في دولة الكويت فيجب تطعيم أكبر عدد ممكن وفي أقصر وقت لتوفر البنية التحية لعمله وتوفر المال والدليل العلمي ينقصنا فقط جلب ثلاثة ملايين جرعة من تطعيم اوكسفورد وتبني سياسة تطعيم_جرعة_واحدة_فقط وتكرارها بعد أشهر لتوفر الدليل العلمي,1,positive
967,عاجل الصحة تعلن عن إعادة جدولة إعطاء لقاح_كورونا بسبب تأخر الشركة الصانعة في التوريد إلى المملكة وجميع دول العالم التي تصدر لها اللقاح,-1,negative
968,يا رجل و لا وزير صحه في الوطن العربي بحكي كلام صحيح كلهم قدامهم سيناريو و بطبقو فيه ما دام الشعوب لبست الكمامه معناها تلبس كل قرار بطلع و السناريو ما حيخلص ليخففو عدد البشر كل فتره حيكون في فايروس و يطلعو لقاح,-1,negative
969,أعلن بوريس جونسون أن مليون شخص في بريطانيا غالبيتهم من كبار السن قد تلقوا لقاح كورونا حتى الآن وأنهم سيرفعون أعداد المتلقين للقاح ليصل مجموعهم إلى مليون شخص مع منتصف فبراير حيث يفترض ان ينتهي الإغلاق,-1,negative
970,مسؤولون لم يتمكنوا خلال سنة كاملة من تأمين اجهزة التنفس الاصطناعي للمستشفيات الحكومية والخاصة كيف بامكانهم ان يؤمنوا لقاح الكورونا بشكل آمن وعادل وسريع من جر ب المجرب يكون عقله مخرب,-1,negative
971,العلماء الإيرانيون يعملون بجد لإنتاج لقاحات ضد كورونا كان من الممكن إنتاجها في وقت سابق لو لم تكن مثقلة بالعقوبات الأميركية الجائزة لقاح_آمن,1,positive
972,في ظل تكافت جميع الدول على دفع أموالها لشراء اللقاحات المنتجة من قبل الولايات المتحدة الأميركية بالرغم من وجود ملاحظات على هذه اللقاحات وبالرغم من أن دول أخرى قامت بإنتاج لقاحات فعالة وامنة وعلى رأسها الجمهورية الإسلامية يقوم ناشطون بإطلاق هاشتاغ لقاح_آمن دعما للقاح الايراني,-1,negative
973,لا تخافوا بكره بنشوفهم معززين مكرمين عندنا يأخذوا لقاح كوفيد ويعطونا درس في الوطنيه ونكتشف أنهم في السعوديه من زمان وإن كل اللي انتشر لهم فوتو شوب خدع بصرية وتذكروا كلامي,1,positive
974,نجح الرئيس سعد الدين رفيق الحريري بتأمين ألف لقاح من دولة الإمارات العربي ة المتحدة للشعب اللبناني على أن تقد م للطواقم الطبي ة والأكثر حاجة من اللبنانيين مجانا ومن المتوق ع أن تصل هذة الجرعات قبل وصول اللقاح لوزارة الصح ة ومن يومين كان موميا بعبدا عم يحكي عليه انو مسافر,1,positive
975,وصول الدفعة الأولى من لقاح فايزر بيونتك المضاد لكورونا إلى الأردن خبرني الاردن,0,neutral
976,الحمد لله رب العالمين الان صباح الأثنين سجلت أخذ لقاح كورونا و الحمد لله كان الموعد في نفس اليوم أيضا الساعة الثانية ظهرا و المواعيد متاحة وهي دعوة للجميع للمبادرة بالتسجيل حفظ الله وطنا و الجميع,1,positive
977,إيران العفو الدولية منع خامنئي لقاح كورونا عن الإيرانيين تجاهل للحق في الحياة,-1,negative
978,في الطريق الى التطعيم اليوم برفقة سيدي الوالد حفظه الله الحمد لله على نعمة هذا الوطن العظيم المعطاء الحمد_لله وزارة_الصحة تطبيق_صحتي لقاح_كورونا لقاح_كوفيد_,1,positive
979,كل ما يجب معرفته عن أهم لقاحات لكورونا شاهد هذا الفيديو كورونا لقاح لقاح_كورونا فيروس_كورونا السومرية,0,neutral
980,أخلاقنا العربية لا ترفض معالجة أي مريض أو ترفض عدم منح لقاح لأي عدو حتى لو كان كيس زبالة,-1,negative
981,تلقينا اليوم الجرعة الثانية من لقاح فيروس كورونا الله ينفع به والله يجزى قيادتنا الرشيدة الخير للجهود الجبارة لتوفير اللقاح وبشكل آمن للجميع ولا ننسى أبطال الصحة وفي مقدمتهم لما يقومون به من تفاني واتقان في عملهم راحت علينا مباراة النصر والوحدة,1,positive
982,التحور في البروتين الشوكي الذي تحمله فيروسات كورونا المتغيرة الذي ظهرت في بريطانيا وأفريقيا الجنوبية لا يؤثر على فعالية الاجسام المضادة الناتجة عن لقاح فايزر بحسب مسودة دراسة جديدة,0,neutral
983,الحمدلله تم أخذ الجرعه الثانيه الان من لقاح كوفيد من داخل المقر الان اللهم اجعله عافيه وارزقنا خيره وباعد بيننا وبين شره يارب,1,positive
984,متحدث الصحة المشككون في لقاح كورونا هم من كانوا ينشرون خلطات علاجها في بداية الجائحة,-1,negative
985,هذا يحدث في ألمانيا الدولة التي اخترعت لقاح فايزر أستاذ جامعي هناك تقدم للحصول على موعد للتطعيم ضد كورونا فكان الرد عليك انتظار دورك فلدينا مليون طلب لمن بعمرك ووفق معدل التطعيم الراهن سيكون موعدك في اغسطس أو فبراير اي بعد سنة صدق من قال الإمارات_نعمة,1,positive
986,بيقولو المخدرات بتعمل مناعة من كوررنا لهيك انتو مش بحاجة لقاح,-1,negative
987,شكرا للمتمكن جدا جدا ما شاء الله عليه نموذج مشرف لشبابنا الي نفتخر فيهم وبمهنيتهم العاليه لقاح_كوفيد_ وزارة_الصحة,1,positive
988,أهضم شي فانزات الفنانات الشعلة بالذكاء بس تحكي عن الفنانة قدي غبية لأن عم تكتب إشياء غلط عن لقاح الكورونا ويجوا يهاجموك ب من مقال شافوا على بتكون كاتبته نضال أحمدية,-1,negative
989,جو_بايدن يحصل على جرعة ثانية من لقاح_كورونا اليوم كورونا بايدن,1,positive
990,عاجل تركيا وصول الدفعة الثانية من لقاح كورونا إلى اسطنبول قادمة من الصين,0,neutral
991,تقديم جرعة من لقاح كوفيد_ خلال الـ ساعة الماضية,0,neutral
992,مكونات لقاح كورونا الصيني تقف عائقا أمام توزيعه في إندونيسيا ما هو السبب شبابيك,-1,negative
993,وسائل إعلام صينية لقاح سينوفارم آمن للأطفال والقصر,1,positive
994,وزير_الرياضة الأمير عبدالعزيز بن تركي الفيصل يتلقى الجرعة الأولى من لقاح كورونا,0,neutral
995,الوزير الأول عبد العزيز جراد يستقبل بقصر الحكومة السفير الروسي لدى الجزائر الوزير الأول يعرب باسم رئيس الجمهورية عبد المجيد تبون عن شكر الحكومة الجزائرية للسلطات العليا الروسية على تجاوبها لطلب الجزائر لاقتناء لقاح سبوتنيك,1,positive
996,تعليقا على التغريدة المقتبسة عندك حساسية سمك حساسية بيض فواكه خضار حساسية بنسلين لبن بشاميل مجابيس مطازيز مندي هالامور ليست موانع من تطعيم فايزر و بايونتيك حسب التوصيات الجديدة من هيئة الدواء البريطانية,0,neutral
997,تخيل عزيزي المواطن المسروقة أموالك في المصارف المنهارة عملتك الوطنية المحاط بفيروس كورونا في كل مكان أن لا لقاح لك الآن الأفضلية للسياسيين يعني عم ك الفرزلي وزياد أسود وغيرهم,-1,negative
998,مصادر عبرية إصابة حاخام تل أبيب مئير لاو بفيروس كورونا قبل حصوله على الجرعة الثانية من لقاح كورونا,-1,negative
999,عاجل النائب الجمهوري مات غايتز الأمريكيون يريدون منا التعامل مع كورونا وليس مع فيروس كراهية ترمب الذي لا لقاح له,-1,negative
1000,تونس بداية فبراير وصول أول دفعة من لقاح كورونا بالتنسيق مع مبادرة كوفاكس,1,positive
1001,جدل بمصر بسبب توفير لقاح كورونا بمقابل مادي وليس بالمجان,-1,negative
1002,الصحة بدء تطعيم الأطقم الطبية العاملة في مستشفيات العزل خلال أيام,0,neutral
1003,نحن بنادول ما عن ا بدو يكون عن ا لقاح كورونا,0,neutral
1004,ورد_الآن رويترز السعودية تحصل على أول إمدادات لقاح أسترا زينيكا ضد كورونا من معهد سيروم الهندي في غضون أسبوع الرئيس التنفيذي لمعهد سيروم الهندي بيع ملايين جرعة من لقاح كورونا للسعودية مقابل دولار للجرعة,1,positive
1005,تاج الدين نسعى لإنتاج لقاح كورونا بمصر ونأمل الوصول إلى زيرو إصابات قريبا فيديو,1,positive
1006,الحمدلله تناولت اليوم الجرعه الاولى من تطعيم ڤايزر ضد كوفيد ادعوا الجميع لاخذه درهم وقايه خير من قنطار علاج والامر اختياري لكن حكموا عقلكم وحصنوا انفسكم والذي سجل اسمه ومتخوف ولن يتطعم يبادر بالغاء موعده غيره اولى ولا تذهب الطعوم سدى الكميات محسوبه بالعدد نسال الله العافيه,1,positive
1007,طريقه_الشفاء_من_كورونا_مدى_الحياه تأكيد الخبر المختصر في شأن لقاح فايزر وكافة لقاحات أطباء البشر الإمام المهدي ناصر محمد اليماني جمادى الآخرة هـ مـ صباحا,1,positive
1008,فيديو د علي الزهراني نسبة مناعة لقاح فايزر وفي حال وصول نسبة المناعة المجتمعية إلى نستطيع التخلي عن الإجراءات الاحترازية الإخبارية,-1,negative
1009,ملك المغرب يتلقى الجرعة الأولى من لقاح كورونا ويطلق حملة تطعيم وطنية,1,positive
1010,مبنى أدنوك يحتفي بتلقي شخص في دولة الإمارات اليوم لقاح كوفيد_ اخترت_التطعيم يدا_بيد_نتعافى,1,positive
1011,اليوم اعلنت روسيا عن لقاح جديد روسي نجح في التجارب السريرية فعاليته تصل رأيي الشخصي تنافس الدول على ايجاد لقاح فعال من عدة دول هو في صالح العالم لكن خبر مثل هذا سوف يؤثر بشكل سلبي على اللقاح الروسي الأول الذي تم اكتشافه,1,positive
1012,اسطورة الفن الراقي الترند الاول في لبنان والعالم العربي اكيد ماخد لقاح_فايزر طوني_كتوره,1,positive
1013,صحيفة زمان التركية حجبت السلطات الوصول إلى الموقع الرسمي لشركة سينوفاك الصينية القنصل العام الصيني في إسطنبول أوضح أن استخدام لقاح فيروس كورونا الصيني الذي استقبلت تركيا منه مليون جرعة غير قانوني وذلك لأن شركة سينوفاك لم تستكمل المرحلة الثالثة من اختبار اللقاح,-1,negative
1014,لقاح بجرعة واحدة ماذا نعرف عن لقاح جونسون أند جونسون الجديد وما مدى فاعليته,0,neutral
1015,اللقاح الأمريكي مفروض على العراق فرضا نريد_لقاح_آمن,-1,negative
1016,طال عمرك شدخل التطعيم بالعودة للتعليم هناك عدة سيناريوهات سوف تحدث حتى بعد التطعيم وعلى فكرة التطعيم مناعتة لا تتعدى اشهر معدودة ويعدها شبتسوون هم تطعيم مره ثانية وثالث الله المستعان عطني دولة وحدة بالعالم غير دولنا لن تستأنف التعليم الا بعد تطعيم جميع الطاقم التعليمي,1,positive
1017,لقاء الوالد و ابنته في ميدان العمل لقاح في الكتف وقبلة على الجبين,1,positive
1018,الجزائر من اكبر الدول المصدرة للغاز والنفط في العالم لا تملك المال لشراء لقاح كورونا للشعب الجزائري اين تذهب إذا مداخل الغاز والنفط التي تبلغ مليار دولار سنويا هل إلى,-1,negative
1019,رغم تلقيه جرعتي لقاح_كورونا نائب في الكونغرس الأمريكي يصاب بالفيروس,-1,negative
1020,الملك محمد السادس يتلقى الجرعة الأولى من لقاح كورونا معلنا انطلاق حملة التلقيح ضد الفيروس رسميا في المغرب الشرق_للأخبار,0,neutral
1021,رحمة الله على عمتي الأمريكية الحجازية تليدة عاما المقيمة في كاليفورنيا واعتبرها من ضحايا المهزوم_ترامب توفيت صباح اليوم بعد ايام من حقنها بـ فايزر علينا التفكير بوعي بين مخاطر التعرض للفيروس وخاصة المستجد والاستفادة من لقاح آمن غير مسيس كالأمريكي لقاح_فايزر كورونا,1,positive
1022,العالم المغربي منصف السلاوي يقدم استقالته من رئاسة فريق البيت الأبيض لتطوير اللقاح المضاد لفيروس كورونا وذلك بناء على طلب الرئيس الأمريكي المنتخب حديثا جو بايدن وفق ما أوردته وكالات أنباء دولية كورونا عالم أمريكا لقاح البيت_الأبيض الرئيس_الأمريكي,-1,negative
1023,فيني اخد لقاح وزارة الصحه,0,neutral
1024,محتاجين تطعيم اخلاق حق الناس الي اسلوبها واطي,-1,negative
1025,الإمارات ضد قومية لقاح_كورونا ما القصة كوفيد كورونا لقاح_كوفيد_,-1,negative
1026,بعد ساعة من لقاح كلشي ماكو صافية دافية حتى الم مكان اللقاح راح,-1,negative
1027,دراسة لجامعة أكسفورد لقاح أسترازينيكا يوفر حماية بنسبة بعد الجرعة الأولى ومنح الثانية بعد أشهر سيكون استراتيجية فعالة لحصار كورونا العربية,1,positive
1028,الصحة تكشف تفاصيل تواصلها مع الشركات المنتجة للقاح كورونا لقاح_كورونا العراق السومرية كورونا_في_العراق,0,neutral
1029,في الحجر المنزلي ننتظر نكتة او خبرية مضحكة من هنا او هناك لتزيح عنا الهم والاحباط سمعت نكات كثيرة اضحكتني ولكن اجملها كانت نكتة الزميل النائب ماريو عون بدكن تجددولوا اكيد يلا بس ترجع ماري روز على الاشرفية بيحصل التجديد بدنا نطلب من فايزر ايجاد لقاح لحالتكم هذه,1,positive
1030,اطلعت في مواقع التواصل على اخبار وصور لملوك وزعماء عرب بدول مجاورة واقليمية وهم يتلقون جرعات من لقاح فيروس كورنا اكتب تغريدتي هذه بعد ان قرات بيان وزارة الصحة العراقية الذي يحذر من عودة الاصابات ويوصي بالتباعد بدون الاشارة الى موعد وصول اللقاح وكاننا في واد والعالم في واد آخر,-1,negative
1031,انفوجرافيك تدشين مركز لقاحات كورونا بمركز نجود الطبي في المدينة_المنورة أجنحة م جه زة محطة تطعيم ي دار من قبل نخبة من الكوادر والأطقم الطبية المتخصصة,1,positive
1032,فيديو الأمير مقرن بن عبدالعزيز بعد أخذه لقاح كورونا ما شاهدته اليوم مفخرة لـ المملكة أشكر القيادة و الجيش_الأبيض,1,positive
1033,حظر أمريكي على م نت ج لقاح كورونا الايراني وخليفة أبو مهدي المهندس ابو فدك,-1,negative
1034,عاجل خادم_الحرمين_الشريفين حفظه الله يتلقى الجرعة الأولى من لقاح كورونا,1,positive
1035,اي والله المفروض الذيول يشكرونك لأن طلعتلهم لقاح رهبري من رهبرهم,1,positive
1036,اللبناني يلي بيلبس كوفية ما لازم نعطي لقاح غر د_متل_العوني_النازي,-1,negative
1037,فيديو أول مقيم تلقى لقاح كورونا يتلقى الآن الجرعة الثانية برنامج_اليوم الإخبارية,0,neutral
1038,جعله لقاح الصحة والعافية يا مليكنا والله يحفظك ويطول بعمرك,1,positive
1039,استراليا اليابان نيوزلندا تايوان قررت تأخير استيراد لقاح الكورونا عدة أشهر لحين توفر معلومات اضافية مطمئنة ماسمعنا أحد يصفهم بأعداء العلم واتباع نظرية المؤامرة والأرض المسطحة,-1,negative
1040,إنتاج أول لقاح سعودي وهو أول لقاح عربي ضد فيروس كورونا المستجد حيث تمكنت الدكتورة إيمان المنصور وفريقها البحثي من جامعة الإمام عبدالرحمن بن فيصل من تصنيع أول لقاح سعودي ضد فيروس كورونا المستجد بإستخدام تقنية ولا تحتاج للتجميد في درجات حرارة منخفضة,1,positive
1041,نيويورك تايمز ي جرى التحقيق الان لمعرفة سبب وفاة الطبيب من فلوريدا الذي توفى يوم بعد اخذه لقاح فايزر علما بأنه لا يشتكي من أية مشاكل صحية,-1,negative
1042,تركيا تتسلم مليون جرعة لقاح جديدة لـ كورونا هي الدفعة الثانية من الشحنة الثانية للقاح الصيني المضاد للفيروس التي تبلغ ملايين جرعة,1,positive
1043,انه لفخر عظيم ان تبدأ الإمارات في تصنيع لقاح سينوفارم هذا اللقاح الوطني خلال العام الجاري لدينا ثقة كبيرة ووايد متحمسين سينوفارم يدا_بيد_نتعافى,1,positive
1044,من هو منصف السلاوي المستقيل,-1,negative
1045,تقنية الواعدة خبر جميل لقاح محتمل لمرض التصلب المتعدد من شركة بيونتيك الألمانية المصنعة للقاح كورنا مع فايزر دراسة على الفئران لتحسين الأعراض ووقف تطور مرض التصلب العصبي المتعدد,1,positive
1046,الوصال وصول الدفعة الثانية من لقاح كورونا,0,neutral
1047,مستوطن من الكيان الصهيوني أ صيبوا بفايروس كورونا بعد أخذهم اول جرعة من لقاح فايزر وبعضهم الجرعة الثانية و وفقا لبيانات حكومية من الكيان أ شير فيه إلى أن غالبية المرضى أ صيبوا بالفايروس بعد فترة وجيزة من أخذهم الجرعة الاولى من اللقاح,-1,negative
1048,متحدث_الصحة أكثر من مليون مسجل في تطبيق صحتي لأخذ لقاح كورونا,0,neutral
1049,خمس أو ست جرعات جدل حول جرعات لقاح فايزر كورونا رابط تخطي الحجب للمزيد,0,neutral
1050,وتنبه الوزارة بأن الأشخاص الذين تلقو الجرعة الأولى من لقاح شركة فايزر بيونتك خلال الفترة الماضية لا يشملهم التحصين الحالي وسيتم الإعلان عن موعد أخذ الجرعة الثانية الخاصة بهم في وقت لاحق مركز_الأخبار,0,neutral
1051,خطوة جبارة من وزارة الصحة السعودية باعتماد لقاحي أكسفورد وموديرنا بعد لقاح فايزر دخول لقاح اكسفورد سيكون سبب رئيس التعجيل بمناعة المجتمعات لسهولة نقله وتخزينه ورخص تكلفته,1,positive
1052,قرار رفض اللقاحات المشكوك فيها أو التي لم يتم اختبارها بشكل كاف بشأن التكنولوجيا أو السلامة أو الموقوفين هو حق غير قابل للنقاش لقاح_آمن,-1,negative
1053,عااااااجل وصول أولى جرعات لقاح أسترازينيكا المضاد لفيروس كورونا إلى المغرب قبل قليل حطت بمطار محمد الخامس الدولي طائرة تابعة للخطوط الملكية المغربية محملة بشحنة أولى من لقاح أسترازينيكا المضاد لفيروس كورونا قادمة من الهند وتعد هذه أول شحنة من اللقاح تصل الى المغرب,0,neutral
1054,محتاجين لقاح يقاوم الإفراط في التفكير,0,neutral
1055,الصحة فتح حجز لقاح_كورونا الأسبوع المقبل و مركزا لاستقبال الحاجزين,0,neutral
1056,بريطانيا مليون شخص تلقوا الجرعة الأولى من لقاح فيروس كورونا,0,neutral
1057,الهياجنة لدينا خطط بديلة لضمان نقل لقاح فايزر من المطار إلى مواقع تخزينه في حال حدوث أي طارئ عاجل الأردن هنا_المملكة,0,neutral
1058,بل ل قاح جيناك م,0,neutral
1059,السديس عن تلقي الملك سلمان لقاح كورونا قدم للشعب السعودي والعالم درسا ايه صح وكان الدرس السابق أن ترامب وسلمان يقودان العالم والانسانية الى الأمن والسلام كما لا ننسى الدرس الثالث الذي أعطاه للعالم وهو قراءته لـ الف كتاب عندما يكون النفاق سديسا,0,neutral
1060,محمد_عبده على العربية بخصوص لقاح كوفيد_ مجموعة_انسان,0,neutral
1061,ماكرون لقاح أسترازينيكا اوكسفورد غير فع ال تقريبا لمن يتجاوزون عاما التعليق مكرون يضرب اللقاح البريطاني وبريطانيا تدافع عنه ومجلس العموم البريطاني غاضب من تصريحاته يقول ان لدى مكرون هدف لتخفيف الطلب على اللقاح خلاف بريطانيا والإتحاد الاوروبي كبير جدا,-1,negative
1062,شاهد موقف طريف من وزير البترول الأسبق المهندس علي النعيمي عند تلقيه لقاح كورونا أين العروس,0,neutral
1063,خادم_الحرمين_الشريفين حفظه الله يتلقى الجرعة الأولى من لقاح كورونا كوفيد,1,positive
1064,شاركتكم بهذه الخاطرة منذ ستة اشهر تقريبا ووددت ان اذكركم بها فالعالم الآن زادت به ارقام الإصابة و نسمع يوميا عن اغلاق دول و ملايين الاصابات اللهم احفظ بلداننا و اهلنا من شر كل وباء و بلاء فلنتخذ التدابير الوقائية و برحمة الله لقاح_كورونا و التزامنا سيساعد في الحد من انتشاره,1,positive
1065,من موظفي توزيع تلقوا لقاح كوفيد_ للتفاصيل يدا _بيد_نتعافى,0,neutral
1066,المغرب يتوصل بأول دفعة من لقاح سينوفارم الصيني للتطعيم ضد وباء كوفيد وسيتم توزيع هذه الشحنات حسب بلاغ لوزارة الصحة على مجموع جهات المملكة اليوم الأربعاء بعد استكمال كافة الإجراءات التقنية الضرورية,0,neutral
1067,عاجل هشام مشيشي عازمون على توفير لقاح كورونا في أقرب الأوقات وسيكون مجانيا,1,positive
1068,لقاح أسترازينكا الذي أخذ الضوء الأخضر في أوروبا يخزن اللقاح على درجة حرارة التبريد العادية ما يسهل أيضا عمليات نقله في فرنسا سيتوجه اللقاح بالدرجة الأولى لمن هم بين سنة ولديهم عوامل تعرضهم للمضاعفات وللطاقم الطبي اعتبرت فعالية اللقاح لمن هم فوق ال غير مقنعة وغير كافية,-1,negative
1069,سعادة وقلق في اليوم الأول لتلقي لقاح كورونا ووزيرة الصحة هالة زايد تعاقدنا على مليون جرعة وسنوقع اتفاقية مع شركة كبرى لتصنيع اللقاحات في مصر العربية,1,positive
1070,الإرهاب البيولوجي للشركات الأميركية وتحويل البشر حقول تجارب لقاح_آمن كورونا لبنان ايران العراق سوريا فلسطين,-1,negative
1071,الصحة البريطانية أخبار جيدة بشأن فاعلية لقاح فايزر ضد سلالة جنوب أفريقيا المتحورة,1,positive
1072,أصبحت الأردن أول دولة في العالم تبدأ تطعيم اللاجئين بعد تطعيم نحو لاجئ على أراضيها ضد وباء كوفيد وفقا لمفوضية الأمم المتحدة لشؤون اللاجئين الأردن كورونا كوفيد اللاجئين,0,neutral
1073,هذه صور وصول أول شحنة من لقاح أسترازينكا المضاد لكوفيد إلى مطار هواري بومدين,0,neutral
1074,عاجل أردوغان تلقيت لقاح كورونا وأدعو جميع القادة السياسيين أن يساندوا حملة التلقيح في تركيا,1,positive
1075,لقاح السيسي لعلاج الفيروس ههههه,0,neutral
1076,مايسمى بلقاح في وقتنا الحالي اتوقع انها لقاح او توتين السل وبعض المتابعين ابخص,0,neutral
1077,جهة الشرق تستقبل لقاح فيروس كورونا المستجد جهات _ساعة جرعات_اللقاح_المضاد,0,neutral
1078,الخبر الوزير الأول يتلقى لقاح سبوتنيك,0,neutral
1079,أنتوني فاوتشى كبير المستشارين الطبيين بالرئاسة الأمريكية يقول إنه إذا تم تطعيم من الأمريكيين بلقاح كورونا حتى منتصف أو نهاية الصيف فيمكننا العودة إلى طبيعتنا مع قدوم الخريف,1,positive
1080,بعض السياسيين يشبهون كورونا فيروس كلما و ج د ل قاح ضدهم ينتجون سلالة أسوأ بعلبك_امي_وابي صباح_الخير,-1,negative
1081,الله يعز من عزنا استمرت والدتي حفظها الله ومتعها بالصحة والعافية تدعوا بهذا الدعاء طوال رحلتها للحصول على لقاح كوفيد كورونا كانت منبهرة ومتفاجأة مما تشاهده في مركز اللقاحات تطعيم_كورونا,1,positive
1082,وصول ألف جرعة من لقاح اكسفورد المصنع في الهند بترخيص من استرازينيكا إلى الكويت وزارة الصحة تعلق ونواب يسألون الوزير تفاصيل,0,neutral
1083,اللجنة الوطنية العليا للطوارئ لمواجهة وباء كورونا المستجد تناقش في اجتماعها اليوم بالعاصمة المؤقتة عدن برئاسة رئيس الوزراء الدكتور معين عبدالملك التنسيق الجاري مع المنظمات المانحة وعلى رأسها منظمة الصحة العالمية والتحالف العالمي للقاحات والبنك الدولي لتوفير لقاح كورونا لليمن,0,neutral
1084,سوريا حملة تطعيم ثانية ضد شلل الأطفال في نبع السلام انطلقت حملة تطعيم ثانية بلقاح شلل_الأطفال في مدينتي تل أبيض ورأس العين المحررتين من الإهاب في منطقة عملية نبع_السلام شمالي سوريا,-1,negative
1085,استشاري أمراض المناعة والمخ معز بخيت نحو ممن تلقوا لقاح كورونا معرضون للإصابة بالفيروس لكن الأعراض تكون أقل حدة العربية,-1,negative
1086,في استراليا نزعوا اسلحة الصيد من يد الانسان وأتلفوها كي لا يموت الحيوان متى نجمع نحن الاسلحة من يد الحيوانات ونتلفها كي لا يموت الانسان نحنا عنا حيوانات بدهم ما يعطوا انسان لقاح بحجة انه لاجئ,-1,negative
1087,توكلنا ع الله ناخذ لقاح كوفيدا الله يشفي الجميع,1,positive
1088,طائرة إماراتية خاصة وصلت إلى بيروت تحمل خمسة آلاف جرعة من لقاح كورونا وعشر ساعات يد من ماركة رولكس ش حنت مباشرة لدمشق دون معرفة الوجهة أكانت للنظام أم للسفارة الإماراتية بدمشق,0,neutral
1089,محمد_عبده يتلقى لقاح كورونا في مركز اللقاحات بـ جدة,0,neutral
1090,فلسطين أول دولة في الشرق الأوسط توافق على استخدام لقاح سبوتنيك الروسي ضد كورونا,1,positive
1091,تجدد التحذيرات من تباين توزيع لقاح كورونا بين الدول الغنية والفقيرة حول العالم,-1,negative
1092,الرئيس التنفيذي لمعهد سيروم الهندي سنزود السعودية بثلاثة ملايين جرعة من لقاح شركة أسترازينيكا اكسفورد المضاد لكورونا بسعر للجرعة الاجمالي مليون خلال أسبوع تقريبا أو عشرة أيام نيابة عن شركة الأدوية البريطانية,1,positive
1093,تنبيه إخباري عمدة مدينة مانيلا تعلن الحكومة المحلية أنها قد أبرمت صفقة لشراء لقاح بموجب اتفاقية ثلاثية مع و و,1,positive
1094,ورد_الآن الصحة العالمية الأراضي الفلسطينية ستحصل على لقاح فايز بيونتيك هذا الشهر من خلال مبادرة كوفاكس عاجل فلسطين لقاح_كورونا هنا_المملكة,1,positive
1095,لست وحدك الخوف من الإبر أمر شائع حتى بين البالغين اتبع النصائح التالية ولا تجعله عائق ا لحصولك على لقاح_كورونا عش_بصحة,-1,negative
1096,هذه الفئة مستثناة من لقاح_كورونا,1,positive
1097,الصحة الأميركية ملايين شخص حصلوا على الجرعة الأولى من لقاح كورونا العربية_عاجل,1,positive
1098,لقاح_كورونا العلم يجيب على المعلومات المغلوطة شاهد_سكاي كورونا كوفيد_,1,positive
1099,مسجد في بريطانيا يتحول إلى مركز للتطعيم ضد كورونا بريطانيا تطعيم لقاح,0,neutral
1100,وزارة الصحة نتوقع البدء بتوزيع لقاح فايزر ضد فيروس كورونا منتصف الشهر المقبل لقاح_كورونا,0,neutral
1101,الازدواجية خامنائي يهدد حياة مليون انسان بالموت من شعبه واتباعه بقرار منع استخدام لقاح كورورنا يستطيع ان يغرد احمد عبد السادة يحرض على تهجير مدن كاملة يغرد بشكل طبيعي مقتدى الصدر كل يوم يحرض على الاقتتال الداخلي ويغرد اما ترامب فممنوع من التغريد العدالة بمنع الجميع,-1,negative
1102,الذي تفنن بقتلنا لا يؤتمن لكي نأخذ منه اللقاح نريد_لقاح_آمن,-1,negative
