text,category,stance,sentiment,words,errors,errors_count,sentence_length
تبدأ اليوم حقن الطواقم الطبية بـ بمستشفيات العزل ,info_news,1,positive,"['تبدأ', 'اليوم', 'حقن', 'الطواقم', 'الطبية', 'بـ', 'بمستشفيات', 'العزل']","{'اليوم', 'الطواقم', 'الطبية', 'العزل', 'حقن', 'تبدأ', 'بمستشفيات', 'بـ'}",8,49
الصحة العالمية ترحب بنتائح لانسيت لقاح سبوتنيك,info_news,1,positive,"['الصحة', 'العالمية', 'ترحب', 'بنتائح', 'لانسيت', 'لقاح', 'سبوتنيك']","{'العالمية', 'لانسيت', 'لقاح', 'الصحة', 'بنتائح', 'ترحب', 'سبوتنيك'}",7,46
فيديو ملايين شخص يتلقون الجرعة الأولى لقاح,info_news,1,positive,"['فيديو', 'ملايين', 'شخص', 'يتلقون', 'الجرعة', 'الأولى', 'لقاح']","{'شخص', 'الأولى', 'لقاح', 'فيديو', 'ملايين', 'يتلقون', 'الجرعة'}",7,42
سي ذوو البشرة البيضاء حصولا لقاح تخطي الحجب,info_news,1,positive,"['سي', 'ذوو', 'البشرة', 'البيضاء', 'حصولا', 'لقاح', 'تخطي', 'الحجب']","{'سي', 'ذوو', 'لقاح', 'البيضاء', 'البشرة', 'الحجب', 'حصولا', 'تخطي'}",8,43
أستراليا تتحرى وفاة مسنين النرويج تلقي لقاح فايزر,info_news,-1,negative,"['أستراليا', 'تتحرى', 'وفاة', 'مسنين', 'النرويج', 'تلقي', 'لقاح', 'فايزر']","{'النرويج', 'لقاح', 'تتحرى', 'أستراليا', 'فايزر', 'مسنين', 'تلقي', 'وفاة'}",8,49
السفير الأمريكي بـ يتلقى لقاح ويشيد بكفاءة الأطقم الصحية  ,celebrity,1,positive,"['السفير', 'الأمريكي', 'بـ', 'يتلقى', 'لقاح', 'ويشيد', 'بكفاءة', 'الأطقم', 'الصحية']","{'الصحية', 'الأمريكي', 'لقاح', 'الأطقم', 'السفير', 'ويشيد', 'بكفاءة', 'يتلقى', 'بـ'}",9,58
طبيب سعودي يفند شائعات احتواء لقاح شرائح وروبوتات  ,rumors,1,positive,"['طبيب', 'سعودي', 'يفند', 'شائعات', 'احتواء', 'لقاح', 'شرائح', 'وروبوتات']","{'لقاح', 'سعودي', 'وروبوتات', 'شرائح', 'احتواء', 'شائعات', 'يفند', 'طبيب'}",8,51
ليـتـنا بـيـنك وبـيـن المضــر  غزة الإبرة سكرة الموت  حفظك_الله_ورعاك_والدنا_سلمان_الحزم_ ,info_news,1,positive,"['ليـتـنا', 'بـيـنك', 'وبـيـن', 'المضــر', 'غزة', 'الإبرة', 'سكرة', 'الموت', 'حفظك_الله_ورعاك_والدنا_سلمان_الحزم_']","{'الإبرة', 'المضــر', 'غزة', 'الموت', 'وبـيـن', 'بـيـنك', 'سكرة', 'ليـتـنا', 'حفظك_الله_ورعاك_والدنا_سلمان_الحزم_'}",9,90
بتوفيق الله تم الجرعة الأولى لقاح  شكرا قيادتنا الرشيدة  شكرا ,personal,1,positive,"['بتوفيق', 'الله', 'تم', 'الجرعة', 'الأولى', 'لقاح', 'شكرا', 'قيادتنا', 'الرشيدة', 'شكرا']","{'الله', 'الأولى', 'لقاح', 'قيادتنا', 'الرشيدة', 'الجرعة', 'بتوفيق', 'شكرا', 'تم'}",9,62
رئيس الوزراء البريطاني نعتقد لقاح أسترازينيكا فعال الفئات العمرية عكس تعتقد ألمانيا,plan,1,positive,"['رئيس', 'الوزراء', 'البريطاني', 'نعتقد', 'لقاح', 'أسترازينيكا', 'فعال', 'الفئات', 'العمرية', 'عكس', 'تعتقد', 'ألمانيا']","{'أسترازينيكا', 'عكس', 'الفئات', 'لقاح', 'رئيس', 'تعتقد', 'نعتقد', 'العمرية', 'ألمانيا', 'البريطاني', 'الوزراء', 'فعال'}",12,83
  الفئات الأكثر حاجة لأخذ لقاح  سجل عبر تطبيق للحصول اللقاح ,info_news,1,positive,"['الفئات', 'الأكثر', 'حاجة', 'لأخذ', 'لقاح', 'سجل', 'عبر', 'تطبيق', 'للحصول', 'اللقاح']","{'للحصول', 'سجل', 'الفئات', 'لأخذ', 'لقاح', 'الأكثر', 'تطبيق', 'عبر', 'اللقاح', 'حاجة'}",10,60
وزير الصحة يتلقى الجرعة الثانية لقاح فايزر ويدلي بتصريح,celebrity,1,positive,"['وزير', 'الصحة', 'يتلقى', 'الجرعة', 'الثانية', 'لقاح', 'فايزر', 'ويدلي', 'بتصريح']","{'لقاح', 'الثانية', 'بتصريح', 'الصحة', 'وزير', 'ويدلي', 'فايزر', 'الجرعة', 'يتلقى'}",9,55
يثق بالصيني التقنية المستخدمة مجربة لسنوات طويلة وهناك يفضل يأخذ لقاح    يوجد لقاح أفضل الآخر,info_news,0,neutral,"['يثق', 'بالصيني', 'التقنية', 'المستخدمة', 'مجربة', 'لسنوات', 'طويلة', 'وهناك', 'يفضل', 'يأخذ', 'لقاح', 'يوجد', 'لقاح', 'أفضل', 'الآخر']","{'يثق', 'المستخدمة', 'وهناك', 'أفضل', 'التقنية', 'يأخذ', 'لقاح', 'يوجد', 'يفضل', 'الآخر', 'لسنوات', 'بالصيني', 'مجربة', 'طويلة'}",14,93
وزير الرياضة يتلقى الجرعة الأولى لقاح كورونا  ,celebrity,1,positive,"['وزير', 'الرياضة', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'كورونا', 'الرياضة', 'الأولى', 'لقاح', 'وزير', 'الجرعة', 'يتلقى'}",7,46
وزير الرياضة يتلقى الجرعة الأولى لقاح كورونا,celebrity,1,positive,"['وزير', 'الرياضة', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا']","{'كورونا', 'الرياضة', 'الأولى', 'لقاح', 'وزير', 'الجرعة', 'يتلقى'}",7,44
سمو أمير منطقة يتلقى ويتفقد مركز استقبال المتقدمين اللقاح,celebrity,1,positive,"['سمو', 'أمير', 'منطقة', 'يتلقى', 'ويتفقد', 'مركز', 'استقبال', 'المتقدمين', 'اللقاح']","{'المتقدمين', 'أمير', 'منطقة', 'استقبال', 'اللقاح', 'ويتفقد', 'سمو', 'مركز', 'يتلقى'}",9,57
مشهد اختبارات شركة طبية لــ لقاح كورونا الحيوانات,info_news,1,positive,"['مشهد', 'اختبارات', 'شركة', 'طبية', 'لــ', 'لقاح', 'كورونا', 'الحيوانات']","{'كورونا', 'الحيوانات', 'لقاح', 'طبية', 'لــ', 'مشهد', 'اختبارات', 'شركة'}",8,49
عبر مؤثري مواقع التواصل تشجع تلقي لقاح,info_news,1,positive,"['عبر', 'مؤثري', 'مواقع', 'التواصل', 'تشجع', 'تلقي', 'لقاح']","{'لقاح', 'مؤثري', 'عبر', 'تشجع', 'التواصل', 'تلقي', 'مواقع'}",7,38
إصابة إسرائيلي بشلل الوجه تلقي لقاح فايزر,personal,0,neutral,"['إصابة', 'إسرائيلي', 'بشلل', 'الوجه', 'تلقي', 'لقاح', 'فايزر']","{'إسرائيلي', 'بشلل', 'لقاح', 'الوجه', 'إصابة', 'فايزر', 'تلقي'}",7,41
طبيب الزمالك إعطاء لقاح كورونا للاعبين مش هجرب اللعيبة ,info_news,-1,negative,"['طبيب', 'الزمالك', 'إعطاء', 'لقاح', 'كورونا', 'للاعبين', 'مش', 'هجرب', 'اللعيبة']","{'كورونا', 'الزمالك', 'لقاح', 'للاعبين', 'اللعيبة', 'إعطاء', 'هجرب', 'مش', 'طبيب'}",9,55
صدق او تصدق طبيا وعلميا اللقاح الصيني الأكثر أمانا وفعالية عناد غربي ضد التفوق الصيني يعترفوا ,info_news,1,positive,"['صدق', 'او', 'تصدق', 'طبيا', 'وعلميا', 'اللقاح', 'الصيني', 'الأكثر', 'أمانا', 'وفعالية', 'عناد', 'غربي', 'ضد', 'التفوق', 'الصيني', 'يعترفوا']","{'يعترفوا', 'الأكثر', 'وفعالية', 'التفوق', 'صدق', 'طبيا', 'وعلميا', 'الصيني', 'عناد', 'او', 'اللقاح', 'غربي', 'ضد', 'تصدق', 'أمانا'}",15,94
وزير الصحة فخرالدين قوجا أثناء تلق يه جرعة تطعيم لقاح,celebrity,1,positive,"['وزير', 'الصحة', 'فخرالدين', 'قوجا', 'أثناء', 'تلق', 'يه', 'جرعة', 'تطعيم', 'لقاح']","{'لقاح', 'قوجا', 'الصحة', 'وزير', 'جرعة', 'تطعيم', 'تلق', 'يه', 'فخرالدين', 'أثناء'}",10,53
يمنع العاصفة ونجاح تكراره يعني السيطرة دواء محتمل يساير لقاح,info_news,1,positive,"['يمنع', 'العاصفة', 'ونجاح', 'تكراره', 'يعني', 'السيطرة', 'دواء', 'محتمل', 'يساير', 'لقاح']","{'دواء', 'لقاح', 'العاصفة', 'يساير', 'يمنع', 'السيطرة', 'ونجاح', 'تكراره', 'يعني', 'محتمل'}",10,60
أمير منطقة فيصل بن بندر يتلقى الجرعة الأولى  ,celebrity,1,positive,"['أمير', 'منطقة', 'فيصل', 'بن', 'بندر', 'يتلقى', 'الجرعة', 'الأولى']","{'فيصل', 'الأولى', 'أمير', 'بندر', 'منطقة', 'بن', 'الجرعة', 'يتلقى'}",8,45
فيديو متحدث الصحة لـ لقاح كورونا شرطا للسماح بالسفر الخارج,restrictions,0,neutral,"['فيديو', 'متحدث', 'الصحة', 'لـ', 'لقاح', 'كورونا', 'شرطا', 'للسماح', 'بالسفر', 'الخارج']","{'كورونا', 'للسماح', 'الخارج', 'لقاح', 'فيديو', 'الصحة', 'متحدث', 'بالسفر', 'شرطا', 'لـ'}",10,58
ستبدأ الكلاب الضالة نشر الإشاعات حول لقاح كوفيد عمليات التلقيح الجزائر,rumors,0,neutral,"['ستبدأ', 'الكلاب', 'الضالة', 'نشر', 'الإشاعات', 'حول', 'لقاح', 'كوفيد', 'عمليات', 'التلقيح', 'الجزائر']","{'الكلاب', 'حول', 'لقاح', 'عمليات', 'الضالة', 'كوفيد', 'التلقيح', 'الجزائر', 'نشر', 'ستبدأ', 'الإشاعات'}",11,70
العربية تويتر يغلق حساب خامنئي بالانجليزي بسبب تغريدة تحوي معلومات كاذبة لقاح,info_news,0,neutral,"['العربية', 'تويتر', 'يغلق', 'حساب', 'خامنئي', 'بالانجليزي', 'بسبب', 'تغريدة', 'تحوي', 'معلومات', 'كاذبة', 'لقاح']","{'تحوي', 'خامنئي', 'لقاح', 'يغلق', 'كاذبة', 'تويتر', 'معلومات', 'العربية', 'حساب', 'بالانجليزي', 'تغريدة', 'بسبب'}",12,77
تستقبل أولى شحنات لقاح المضاد لفيروس ساعات منحه الموافقة الطارئة  ,info_news,1,positive,"['تستقبل', 'أولى', 'شحنات', 'لقاح', 'المضاد', 'لفيروس', 'ساعات', 'منحه', 'الموافقة', 'الطارئة']","{'لفيروس', 'منحه', 'لقاح', 'الموافقة', 'شحنات', 'تستقبل', 'ساعات', 'أولى', 'المضاد', 'الطارئة'}",10,66
 تتردد المبادرة بأخذ لقاح كوفيد حماية ولإسرتك ومجتمعك ووطنك,advice,1,positive,"['تتردد', 'المبادرة', 'بأخذ', 'لقاح', 'كوفيد', 'حماية', 'ولإسرتك', 'ومجتمعك', 'ووطنك']","{'بأخذ', 'لقاح', 'ووطنك', 'كوفيد', 'ومجتمعك', 'المبادرة', 'ولإسرتك', 'تتردد', 'حماية'}",9,59
يسجل رقما قياسيا الاتحاد_الأوروبي يبحث اعتماد لقاح,info_news,1,positive,"['يسجل', 'رقما', 'قياسيا', 'الاتحاد_الأوروبي', 'يبحث', 'اعتماد', 'لقاح']","{'لقاح', 'يبحث', 'اعتماد', 'رقما', 'يسجل', 'الاتحاد_الأوروبي', 'قياسيا'}",7,50
فيديو العيار الثقيل حول لقاح فايزر,info_news,0,neutral,"['فيديو', 'العيار', 'الثقيل', 'حول', 'لقاح', 'فايزر']","{'حول', 'الثقيل', 'لقاح', 'فيديو', 'فايزر', 'العيار'}",6,34
التأخير وصول اللقاح الى لبنان كذبة كبيرة وراءها وهدفها الأساسي إجبار الللبنانيين تلقي لقاح,info_news,1,positive,"['التأخير', 'وصول', 'اللقاح', 'الى', 'لبنان', 'كذبة', 'كبيرة', 'وراءها', 'وهدفها', 'الأساسي', 'إجبار', 'الللبنانيين', 'تلقي', 'لقاح']","{'وراءها', 'لقاح', 'وهدفها', 'كذبة', 'الللبنانيين', 'وصول', 'كبيرة', 'اللقاح', 'الأساسي', 'التأخير', 'إجبار', 'تلقي', 'لبنان', 'الى'}",14,90
نائبة الرئيس الأرجنتيني تتلقى لقاح سبوتنيكالروسي ضد كورونا ,celebrity,1,positive,"['نائبة', 'الرئيس', 'الأرجنتيني', 'تتلقى', 'لقاح', 'سبوتنيكالروسي', 'ضد', 'كورونا']","{'كورونا', 'لقاح', 'سبوتنيكالروسي', 'الرئيس', 'الأرجنتيني', 'تتلقى', 'ضد', 'نائبة'}",8,59
اقتصادية دبي لقاح كوفيد دفعة قوية للقطاع,info_news,1,positive,"['اقتصادية', 'دبي', 'لقاح', 'كوفيد', 'دفعة', 'قوية', 'للقطاع']","{'قوية', 'لقاح', 'للقطاع', 'دفعة', 'كوفيد', 'اقتصادية', 'دبي'}",7,40
تطعيمه بجرعتين لقاح فايزر كبير حاخامات تل أبيب يصاب بكورونا,celebrity,0,neutral,"['تطعيمه', 'بجرعتين', 'لقاح', 'فايزر', 'كبير', 'حاخامات', 'تل', 'أبيب', 'يصاب', 'بكورونا']","{'لقاح', 'يصاب', 'تطعيمه', 'كبير', 'بجرعتين', 'فايزر', 'تل', 'حاخامات', 'بكورونا', 'أبيب'}",10,59
قائد القوات البرية الملكية يتلقى الجرعة الثانية لقاح كورونا ,celebrity,1,positive,"['قائد', 'القوات', 'البرية', 'الملكية', 'يتلقى', 'الجرعة', 'الثانية', 'لقاح', 'كورونا']","{'كورونا', 'قائد', 'لقاح', 'الثانية', 'البرية', 'القوات', 'الجرعة', 'الملكية', 'يتلقى'}",9,60
دراسة الدول الغنية تخسر تريليون أهملت تطعيم الشعوب الأفقر ,info_news,1,positive,"['دراسة', 'الدول', 'الغنية', 'تخسر', 'تريليون', 'أهملت', 'تطعيم', 'الشعوب', 'الأفقر']","{'الغنية', 'الدول', 'دراسة', 'تطعيم', 'تخسر', 'أهملت', 'الأفقر', 'الشعوب', 'تريليون'}",9,58
الحمدلله خذت التطعيم الأول لقاح كوفيد الاجراءات سهلة ممتازة,personal,1,positive,"['الحمدلله', 'خذت', 'التطعيم', 'الأول', 'لقاح', 'كوفيد', 'الاجراءات', 'سهلة', 'ممتازة']","{'خذت', 'لقاح', 'الحمدلله', 'ممتازة', 'كوفيد', 'التطعيم', 'الأول', 'الاجراءات', 'سهلة'}",9,59
غموض يلف لقاح كورونا المغرب وزارة الصحة تواجه الأزمة بالصمت,info_news,1,positive,"['غموض', 'يلف', 'لقاح', 'كورونا', 'المغرب', 'وزارة', 'الصحة', 'تواجه', 'الأزمة', 'بالصمت']","{'كورونا', 'المغرب', 'لقاح', 'وزارة', 'الصحة', 'غموض', 'يلف', 'تواجه', 'الأزمة', 'بالصمت'}",10,59
تزامنا قرب توفيره المنطقة أمير نجران يوجه بتنفيذ حملة توعوية مجتمعية حول أهمية لقاح كورونا,plan,1,positive,"['تزامنا', 'قرب', 'توفيره', 'المنطقة', 'أمير', 'نجران', 'يوجه', 'بتنفيذ', 'حملة', 'توعوية', 'مجتمعية', 'حول', 'أهمية', 'لقاح', 'كورونا']","{'نجران', 'حول', 'كورونا', 'أمير', 'تزامنا', 'المنطقة', 'بتنفيذ', 'لقاح', 'يوجه', 'قرب', 'مجتمعية', 'توفيره', 'أهمية', 'توعوية', 'حملة'}",15,90
المفوضية الأوروبية أسترازينيكا ستسلمنا ملايين جرعة إضافية لقاح كورونا,info_news,1,positive,"['المفوضية', 'الأوروبية', 'أسترازينيكا', 'ستسلمنا', 'ملايين', 'جرعة', 'إضافية', 'لقاح', 'كورونا']","{'أسترازينيكا', 'كورونا', 'لقاح', 'إضافية', 'ستسلمنا', 'ملايين', 'جرعة', 'المفوضية', 'الأوروبية'}",9,69
لقاح فايزر هوي جاي عا لبنان,info_news,1,positive,"['لقاح', 'فايزر', 'هوي', 'جاي', 'عا', 'لبنان']","{'هوي', 'لقاح', 'جاي', 'فايزر', 'عا', 'لبنان'}",6,27
وزارة الصحة تعلن تقديم جرعة لقاح خلال الـ ساعة الماضية والعدد الإجمالي اليوم ,info_news,1,positive,"['وزارة', 'الصحة', 'تعلن', 'تقديم', 'جرعة', 'لقاح', 'خلال', 'الـ', 'ساعة', 'الماضية', 'والعدد', 'الإجمالي', 'اليوم']","{'اليوم', 'لقاح', 'وزارة', 'الصحة', 'تقديم', 'جرعة', 'خلال', 'تعلن', 'الـ', 'الإجمالي', 'ساعة', 'والعدد', 'الماضية'}",13,77
الجزائر تعلن وصول دفعة لقاح سبوتنيكالروسي عاجل ,info_news,1,positive,"['الجزائر', 'تعلن', 'وصول', 'دفعة', 'لقاح', 'سبوتنيكالروسي', 'عاجل']","{'عاجل', 'لقاح', 'سبوتنيكالروسي', 'دفعة', 'الجزائر', 'وصول', 'تعلن'}",7,47
أردوغان وصلنا ملايين جرعة لقاح لكورونا الصين كمرحلة أولى وسيصل العدد مليون,plan,1,positive,"['أردوغان', 'وصلنا', 'ملايين', 'جرعة', 'لقاح', 'لكورونا', 'الصين', 'كمرحلة', 'أولى', 'وسيصل', 'العدد', 'مليون']","{'الصين', 'وصلنا', 'لقاح', 'لكورونا', 'كمرحلة', 'جرعة', 'ملايين', 'مليون', 'أولى', 'العدد', 'وسيصل', 'أردوغان'}",12,74
يعني اللي انبسطوا وبررولواسفرو انو كرمال يأمنلا لقاح طلعت فرحتكن عالفاضي,personal,0,neutral,"['يعني', 'اللي', 'انبسطوا', 'وبررولواسفرو', 'انو', 'كرمال', 'يأمنلا', 'لقاح', 'طلعت', 'فرحتكن', 'عالفاضي']","{'وبررولواسفرو', 'لقاح', 'عالفاضي', 'فرحتكن', 'كرمال', 'انبسطوا', 'انو', 'طلعت', 'يأمنلا', 'يعني', 'اللي'}",11,72
الدكتور وائل الهياجنة مطعوم هندي جديد ضد كورونا يسمى بهارات ,unrelated,0,neutral,"['الدكتور', 'وائل', 'الهياجنة', 'مطعوم', 'هندي', 'جديد', 'ضد', 'كورونا', 'يسمى', 'بهارات']","{'كورونا', 'يسمى', 'مطعوم', 'هندي', 'جديد', 'الهياجنة', 'الدكتور', 'ضد', 'وائل', 'بهارات'}",10,60
قلق بسبب وفاة شخصا تلقيهم لقاح المضاد لـ,info_news,-1,negative,"['قلق', 'بسبب', 'وفاة', 'شخصا', 'تلقيهم', 'لقاح', 'المضاد', 'لـ']","{'لقاح', 'لـ', 'قلق', 'شخصا', 'المضاد', 'وفاة', 'بسبب', 'تلقيهم'}",8,40
الملك حفظه الله يتلقى الجرعة الأولى لقاح كورونا كوفيد  اللهم احفظه بحفظه ياحي ياقيوم  ,celebrity,1,positive,"['الملك', 'حفظه', 'الله', 'يتلقى', 'الجرعة', 'الأولى', 'لقاح', 'كورونا', 'كوفيد', 'اللهم', 'احفظه', 'بحفظه', 'ياحي', 'ياقيوم']","{'كورونا', 'الله', 'اللهم', 'الأولى', 'لقاح', 'ياحي', 'ياقيوم', 'كوفيد', 'حفظه', 'احفظه', 'بحفظه', 'الملك', 'الجرعة', 'يتلقى'}",14,86
اعراض لقاح اكسفورد اسوء لقاح فيزار  انا طبعا حسن حظي خديت لقاح اكسفورد النمي ,personal,1,positive,"['اعراض', 'لقاح', 'اكسفورد', 'اسوء', 'لقاح', 'فيزار', 'انا', 'طبعا', 'حسن', 'حظي', 'خديت', 'لقاح', 'اكسفورد', 'النمي']","{'خديت', 'اكسفورد', 'لقاح', 'انا', 'طبعا', 'اعراض', 'حسن', 'حظي', 'فيزار', 'النمي', 'اسوء'}",11,77
بدو شي فنان لبناني يعملنا أغنية وفيديو كليب,personal,1,positive,"['بدو', 'شي', 'فنان', 'لبناني', 'يعملنا', 'أغنية', 'وفيديو', 'كليب']","{'أغنية', 'وفيديو', 'فنان', 'يعملنا', 'شي', 'كليب', 'بدو', 'لبناني'}",8,43
خطيب فعل الأسباب لقاح الإجراءات الصحية وعدم تصديق إشاعات المرجفين  ,info_news,1,positive,"['خطيب', 'فعل', 'الأسباب', 'لقاح', 'الإجراءات', 'الصحية', 'وعدم', 'تصديق', 'إشاعات', 'المرجفين']","{'الصحية', 'الأسباب', 'لقاح', 'تصديق', 'إشاعات', 'المرجفين', 'خطيب', 'وعدم', 'فعل', 'الإجراءات'}",10,67
برلماني ايراني لقاح فايزر جيدا أعطاه الاميركيون ابدا ,info_news,-1,negative,"['برلماني', 'ايراني', 'لقاح', 'فايزر', 'جيدا', 'أعطاه', 'الاميركيون', 'ابدا']","{'لقاح', 'برلماني', 'أعطاه', 'ابدا', 'فايزر', 'جيدا', 'الاميركيون', 'ايراني'}",8,53
إيران رغم الحصار تصنع الأسلحة الصواريخ الأدوية والآن اللقاح ضد فايروس كورونا  ,personal,1,positive,"['إيران', 'رغم', 'الحصار', 'تصنع', 'الأسلحة', 'الصواريخ', 'الأدوية', 'والآن', 'اللقاح', 'ضد', 'فايروس', 'كورونا']","{'كورونا', 'إيران', 'الحصار', 'رغم', 'الأدوية', 'الأسلحة', 'تصنع', 'الصواريخ', 'فايروس', 'اللقاح', 'ضد', 'والآن'}",12,78
زبورة عم تكذب مافي لقاح ماهيك انا عارف,rumors,0,neutral,"['زبورة', 'عم', 'تكذب', 'مافي', 'لقاح', 'ماهيك', 'انا', 'عارف']","{'مافي', 'تكذب', 'لقاح', 'عم', 'زبورة', 'انا', 'عارف', 'ماهيك'}",8,38
زيادة عافيته ودوام صحته  وطولا مره الله العافية جسد  والدنا وولي أمرنا صب تجعله يشكو  ألم واحفظه شر,celebrity,1,positive,"['زيادة', 'عافيته', 'ودوام', 'صحته', 'وطولا', 'مره', 'الله', 'العافية', 'جسد', 'والدنا', 'وولي', 'أمرنا', 'صب', 'تجعله', 'يشكو', 'ألم', 'واحفظه', 'شر']","{'أمرنا', 'الله', 'وولي', 'ودوام', 'العافية', 'جسد', 'تجعله', 'وطولا', 'واحفظه', 'شر', 'صحته', 'صب', 'يشكو', 'ألم', 'زيادة', 'والدنا', 'مره', 'عافيته'}",18,99
وصول الطائرة العسكرية الان الى مطار بوفاريك وعلى متنها لقاح  قادمة العاصمة الروسية موسكو,info_news,1,positive,"['وصول', 'الطائرة', 'العسكرية', 'الان', 'الى', 'مطار', 'بوفاريك', 'وعلى', 'متنها', 'لقاح', 'قادمة', 'العاصمة', 'الروسية', 'موسكو']","{'الان', 'بوفاريك', 'مطار', 'متنها', 'لقاح', 'الروسية', 'العاصمة', 'وعلى', 'قادمة', 'وصول', 'موسكو', 'الطائرة', 'العسكرية', 'الى'}",14,88
توصيات حول الفترة الفاصلة جرعت لقاح فايزر  ,info_news,1,positive,"['توصيات', 'حول', 'الفترة', 'الفاصلة', 'جرعت', 'لقاح', 'فايزر']","{'حول', 'لقاح', 'الفاصلة', 'الفترة', 'جرعت', 'توصيات', 'فايزر'}",7,43
اتوقع الي بياخذون اللقاح عشان السفر  ,restrictions,1,positive,"['اتوقع', 'الي', 'بياخذون', 'اللقاح', 'عشان', 'السفر']","{'الي', 'السفر', 'بياخذون', 'عشان', 'اللقاح', 'اتوقع'}",6,37
صورة للفريق الطبي تمكن إنتاج لقاح سعودي ضد فايروس كورونا المستجد لقائهم بمعالي وزير التعليم,info_news,1,positive,"['صورة', 'للفريق', 'الطبي', 'تمكن', 'إنتاج', 'لقاح', 'سعودي', 'ضد', 'فايروس', 'كورونا', 'المستجد', 'لقائهم', 'بمعالي', 'وزير', 'التعليم']","{'كورونا', 'المستجد', 'للفريق', 'صورة', 'التعليم', 'لقاح', 'سعودي', 'ضد', 'تمكن', 'لقائهم', 'وزير', 'فايروس', 'إنتاج', 'الطبي', 'بمعالي'}",15,91
السيد القائد الامام الخامنئي  دخول اللقاحين الأميركي والبريطاني ممنوع كونه لقاح اختبار الشعوب ,info_news,-1,negative,"['السيد', 'القائد', 'الامام', 'الخامنئي', 'دخول', 'اللقاحين', 'الأميركي', 'والبريطاني', 'ممنوع', 'كونه', 'لقاح', 'اختبار', 'الشعوب']","{'الامام', 'دخول', 'الخامنئي', 'والبريطاني', 'لقاح', 'الشعوب', 'اختبار', 'السيد', 'اللقاحين', 'ممنوع', 'القائد', 'كونه', 'الأميركي'}",13,94
بدء تصنيع سبوتنيك الروسي محليا خلال أسابيع   حان الأوان لنتحول مستورد للقاحات مصد ,plan,1,positive,"['بدء', 'تصنيع', 'سبوتنيك', 'الروسي', 'محليا', 'خلال', 'أسابيع', 'حان', 'الأوان', 'لنتحول', 'مستورد', 'للقاحات', 'مصد']","{'بدء', 'الأوان', 'لنتحول', 'حان', 'مستورد', 'للقاحات', 'خلال', 'محليا', 'مصد', 'أسابيع', 'تصنيع', 'سبوتنيك', 'الروسي'}",13,82
سمو رئيس مجلس الوزراء يتلقى الجرعة الثانية لقاح كورونا ضمن الحملة الوطنية للتطعيم  ,celebrity,1,positive,"['سمو', 'رئيس', 'مجلس', 'الوزراء', 'يتلقى', 'الجرعة', 'الثانية', 'لقاح', 'كورونا', 'ضمن', 'الحملة', 'الوطنية', 'للتطعيم']","{'كورونا', 'مجلس', 'رئيس', 'الثانية', 'لقاح', 'للتطعيم', 'الوزراء', 'الوطنية', 'الحملة', 'ضمن', 'الجرعة', 'سمو', 'يتلقى'}",13,83
اخد اللقاح سلاحنا الوحيد ضد الوباء وفتح القطاعات الاقتصادية بكامل طاقتها الانتاجية ,info_news,1,positive,"['اخد', 'اللقاح', 'سلاحنا', 'الوحيد', 'ضد', 'الوباء', 'وفتح', 'القطاعات', 'الاقتصادية', 'بكامل', 'طاقتها', 'الانتاجية']","{'سلاحنا', 'الوباء', 'الاقتصادية', 'الوحيد', 'بكامل', 'اخد', 'وفتح', 'القطاعات', 'اللقاح', 'الانتاجية', 'طاقتها', 'ضد'}",12,83
وزير الخارجية التونسي إتصلت بوزير الخارجية الجزائري وأكد موافقة تقاسم لقاح فور وصوله,info_news,1,positive,"['وزير', 'الخارجية', 'التونسي', 'إتصلت', 'بوزير', 'الخارجية', 'الجزائري', 'وأكد', 'موافقة', 'تقاسم', 'لقاح', 'فور', 'وصوله']","{'فور', 'الجزائري', 'لقاح', 'وأكد', 'وزير', 'وصوله', 'موافقة', 'بوزير', 'تقاسم', 'التونسي', 'الخارجية', 'إتصلت'}",12,84
الإمارات تتخطى حاجز المليوني جرعة لقاح كوفيد,info_news,1,positive,"['الإمارات', 'تتخطى', 'حاجز', 'المليوني', 'جرعة', 'لقاح', 'كوفيد']","{'حاجز', 'تتخطى', 'لقاح', 'جرعة', 'كوفيد', 'الإمارات', 'المليوني'}",7,44
هيئة الأدوية الأوروبية تبحث اعتماد لقاح أسترازينكا أكسفورد المضاد لـ كورونا الأسبوع المقبل,plan,1,positive,"['هيئة', 'الأدوية', 'الأوروبية', 'تبحث', 'اعتماد', 'لقاح', 'أسترازينكا', 'أكسفورد', 'المضاد', 'لـ', 'كورونا', 'الأسبوع', 'المقبل']","{'كورونا', 'تبحث', 'الأدوية', 'لقاح', 'هيئة', 'أكسفورد', 'اعتماد', 'المضاد', 'الأوروبية', 'أسترازينكا', 'لـ', 'الأسبوع', 'المقبل'}",13,90
أكبر الباكر سيتعين الجميع إبراز شهادة لقاح كورونا للصعود للطائرة,info_news,1,positive,"['أكبر', 'الباكر', 'سيتعين', 'الجميع', 'إبراز', 'شهادة', 'لقاح', 'كورونا', 'للصعود', 'للطائرة']","{'الباكر', 'إبراز', 'كورونا', 'لقاح', 'أكبر', 'سيتعين', 'للصعود', 'الجميع', 'للطائرة', 'شهادة'}",10,64
